ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	COGIDS	ALIGNMENT	AUTOCOGID
5194	Sharanawa	to kill	rɨtɨa	rɨtɨa	r ɨ t ɨ a	None	293		['r', 'ɨ', '-', 't', 'ɨ', '(', 'a', ')']	505
5195	Shanenawa	to kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ	None	293		['ɾ', 'ɨ', '-', 't', 'ɨ', '(', '-', ')']	505
5196	Katukina	to kill	rutu-	rutu-	r u t u	None	293		['r', 'u', '-', 't', 'u', '(', '-', ')']	505
5197	Amawaka	to kill	rɨtɨ-	rɨtɨ-	r ɨ t ɨ	II	293		['r', 'ɨ', '-', 't', 'ɨ', '(', '-', ')']	505
5198	Kaxinawa	to kill	dɨtɨ-	dɨtɨ-	d ɨ t ɨ	None	293		['d', 'ɨ', '-', 't', 'ɨ', '(', '-', ')']	505
5199	Marinawa	to kill	rɨt́́_ɨ-	rɨt́́_ɨ-	r !ɨ́/ɨ t ɨ	None	293		['r', '!ɨ́/ɨ', '-', 't', 'ɨ', '(', '-', ')']	505
5200	Yawanawa	to kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ	None	293		['ɾ', 'ɨ', '-', 't', 'ɨ', '(', '-', ')']	505
616	Proto-Panoan	to laugh	ʔosa[n]-	ʔosa[n]-	ʔ o s a rⁿ	None	303		['ʔ', 'o', 's', '(', '-', ')', 'a', '(', '-', ')', 'rⁿ']	506
617	Kakataibo	to laugh	ʔosã́-	ʔosã́-	ʔ o s ã́/ã	None	303		['ʔ', 'o', 's', '(', '-', ')', 'ã́/ã', '(', '-', ')', '-']	506
618	ShipiboKonibo	to laugh	ʔosã́	ʔosã́	ʔ o s ã́/ã	None	303		['ʔ', 'o', 's', '(', '-', ')', 'ã́/ã', '(', '-', ')', '-']	506
619	Kapanawa	to laugh	ʔosán-	ʔosán-	ʔ o s á/a n	None	303		['ʔ', 'o', 's', '(', '-', ')', 'á/a', '(', '-', ')', 'n']	506
620	Marubo	to laugh	[ũˈsɐ̃ɐ]̃	[ũˈsɐ̃ɐ]̃	ũ s ɐ̃ ɐ̃	None	303		['-', 'ũ', 's', '(', 'ɐ̃', ')', 'ɐ̃', '(', '-', ')', '-']	506
621	Chakobo	to laugh	ʔosa	ʔosa	ʔ o s a	None	303		['ʔ', 'o', 's', '(', '-', ')', 'a', '(', '-', ')', '-']	506
622	Sharanawa	to laugh	osain	osain	o s a i n	None	303		['-', 'o', 's', '(', '-', ')', 'a', '(', 'i', ')', 'n']	506
623	Sharanawa	to laugh	osaan	osaan	o s a a n	None	303		['-', 'o', 's', '(', 'a', ')', 'a', '(', '-', ')', 'n']	506
624	Amawaka	to laugh	osã-_I	osã-_I	o s ã	None	303		['-', 'o', 's', '(', '-', ')', 'ã', '(', '-', ')', '-']	506
625	Kaxinawa	to laugh	usã-	usã-	u s ã	None	303		['-', 'u', 's', '(', '-', ')', 'ã', '(', '-', ')', '-']	506
626	Marinawa	to laugh	ósã	ósã	ó/o s ã	None	303		['-', 'ó/o', 's', '(', '-', ')', 'ã', '(', '-', ')', '-']	506
627	Yawanawa	to laugh	uʃan	uʃan	u ʃ a n	None	303		['-', 'u', 'ʃ', '(', '-', ')', 'a', '(', '-', ')', 'n']	506
589	Proto-Panoan	to learn	ʔo[n]a[n]-	ʔo[n]a[n]-	ʔ o rⁿ a rⁿ	None	281		['ʔ', 'o', 'rⁿ', 'a', 'rⁿ', '(', '-', '-', '-', '-', '-', '-', '-', '-', '-', ')']	507
590	Kakataibo	to learn	ʔonã́	ʔonã́	ʔ o n ã́/ã	None	281		['ʔ', 'o', 'n', 'ã́/ã', '-', '(', '-', '-', '-', '-', '-', '-', '-', '-', '-', ')']	507
591	ShipiboKonibo	to learn	ʔonã́	ʔonã́	ʔ o n ã́/ã	None	281		['ʔ', 'o', 'n', 'ã́/ã', '-', '(', '-', '-', '-', '-', '-', '-', '-', '-', '-', ')']	507
592	Kapanawa	to learn	ʔonán-	ʔonán-	ʔ o n á/a n	None	281		['ʔ', 'o', 'n', 'á/a', 'n', '(', '-', '-', '-', '-', '-', '-', '-', '-', '-', ')']	507
594	Marubo	to learn	onis	onis	o n i s	None	563		['-', 'o', 'n', 'i', '-', '(', '-', '-', 's', '-', '-', '-', '-', '-', ')']	507
595	Sharanawa	to learn	onain	onain	o n a.i n	None	281		['-', 'o', 'n', 'a.i', 'n', '(', '-', '-', '-', '-', '-', '-', '-', '-', '-', ')']	507
596	Sharanawa	to learn	onaan	onaan	o n a.a n	None	281		['-', 'o', 'n', 'a.a', 'n', '(', '-', '-', '-', '-', '-', '-', '-', '-', '-', ')']	507
597	Katukina	to learn	una-maska-ai	una-maska-ai	u n a m a s k a a i	None	281		['-', 'u', 'n', 'a', '-', '(', '+', 'm', 'a', 's', 'k', 'a', '+', 'a', 'i', ')']	507
598	Amawaka	to learn	onã-	onã-	o n ã	None	281		['-', 'o', 'n', 'ã', '-', '(', '-', '-', '-', '-', '-', '-', '-', '-', '-', ')']	507
599	Kaxinawa	to learn	unã-	unã-	u n ã	None	281		['-', 'u', 'n', 'ã', '-', '(', '-', '-', '-', '-', '-', '-', '-', '-', '-', ')']	507
600	Marinawa	to learn	ṍnã	ṍnã	ṍ/õ n ã	None	281		['-', 'ṍ/õ', 'n', 'ã', '-', '(', '-', '-', '-', '-', '-', '-', '-', '-', '-', ')']	507
601	Korubo	to learn	unan	unan	u n a n	None	281		['-', 'u', 'n', 'a', 'n', '(', '-', '-', '-', '-', '-', '-', '-', '-', '-', ')']	507
602	Mayoruna	to learn	unan	unan	u n a n	None	281		['-', 'u', 'n', 'a', 'n', '(', '-', '-', '-', '-', '-', '-', '-', '-', '-', ')']	507
6370	Katukina	to learn	tana	tana	t a n a	None	383		['t', 'a', 'n', 'a', '(', '-', '-', '-', '-', '-', ')']	507
1984	Proto-Panoan	to leave, to go away	hɨ[n]ɨCc-	hɨ[n]ɨCc-	h ɨ rⁿ ɨ tʳ	None	39		['h', 'ɨ', 'rⁿ', 'ɨ', 'tʳ', '(', '-', '-', '-', '-', '-', ')', '-', '(', '-', '-', ')']	508
1985	Kakataibo	to leave, to go away	ɨ̃	ɨ̃	ɨ	None	39		['-', 'ɨ', '-', '-', '-', '(', '-', '-', '-', '-', '-', ')', '-', '(', '-', '-', ')']	509
1986	ShipiboKonibo	to leave, to go away	hɨnɨ-	hɨnɨ-	h ɨ n ɨ	None	39		['h', 'ɨ', 'n', 'ɨ', '-', '(', '-', '-', '-', '-', '-', ')', '-', '(', '-', '-', ')']	508
1987	Kapanawa	to leave, to go away	hɨnɨ	hɨnɨ	h ɨ n ɨ	None	39		['h', 'ɨ', 'n', 'ɨ', '-', '(', '-', '-', '-', '-', '-', ')', '-', '(', '-', '-', ')']	508
1988	Marubo	to leave, to go away	ɨnɨ_pakɨi	ɨnɨ_pakɨi	ɨ n ɨ p a k ɨ i	None	39		['-', 'ɨ', 'n', 'ɨ', '-', '(', '+', 'p', 'a', '-', 'k', ')', '-', '(', 'ɨ', 'i', ')']	508
1989	Chakobo	to leave, to go away	hɨnɨ-	hɨnɨ-	h ɨ n ɨ	None	39		['h', 'ɨ', 'n', 'ɨ', '-', '(', '-', '-', '-', '-', '-', ')', '-', '(', '-', '-', ')']	508
1990	Yaminawa	to leave, to go away	ɨnɨ	ɨnɨ	ɨ n ɨ	None	39		['-', 'ɨ', 'n', 'ɨ', '-', '(', '-', '-', '-', '-', '-', ')', '-', '(', '-', '-', ')']	508
1991	Sharanawa	to leave, to go away	ɨnɨi_ɨnɨa	ɨnɨi_ɨnɨa	ɨ n ɨ i ɨ n ɨ a	None	39		['-', 'ɨ', 'n', 'ɨ', '-', '(', 'i', '+', '-', 'ɨ', 'n', ')', 'ɨ', '(', 'a', '-', ')']	508
1992	Amawaka	to leave, to go away	hɨnɨ-	hɨnɨ-	h ɨ n ɨ	None	39		['h', 'ɨ', 'n', 'ɨ', '-', '(', '-', '-', '-', '-', '-', ')', '-', '(', '-', '-', ')']	508
1993	Kaxinawa	to leave, to go away	hɨnɨ-	hɨnɨ-	h ɨ n ɨ	None	39		['h', 'ɨ', 'n', 'ɨ', '-', '(', '-', '-', '-', '-', '-', ')', '-', '(', '-', '-', ')']	508
1994	Marinawa	to leave, to go away	ɨ́nɨ́-	ɨ́nɨ́-	ɨ n !ɨ́/ɨ	None	39		['-', 'ɨ', 'n', '!ɨ́/ɨ', '-', '(', '-', '-', '-', '-', '-', ')', '-', '(', '-', '-', ')']	508
1995	Matis	to leave, to go away	ɨnɨd-me-kin	ɨnɨd-me-kin	ɨ n ɨ d m e k i n	None	39		['-', 'ɨ', 'n', 'ɨ', 'd', '(', '+', 'm', 'e', '+', 'k', ')', '-', '(', 'i', 'n', ')']	508
1996	Mayoruna	to leave, to go away	ɨnɨd	ɨnɨd	ɨ n ɨ d	None	39		['-', 'ɨ', 'n', 'ɨ', 'd', '(', '-', '-', '-', '-', '-', ')', '-', '(', '-', '-', ')']	508
1799	Proto-Panoan	to lie	tʃa[n]i-	tʃa[n]i-	tʃ a rⁿ i	None	23		['tʃ', 'a', 'rⁿ', 'i', '(', '-', '-', '-', ')']	510
1800	ShipiboKonibo	to lie	tʃani-	tʃani-	tʃ a n i	None	23		['tʃ', 'a', 'n', 'i', '(', '-', '-', '-', ')']	510
1801	Chakobo	to lie	tʃani-	tʃani-	tʃ a n i	None	23		['tʃ', 'a', 'n', 'i', '(', '-', '-', '-', ')']	510
1802	Yaminawa	to lie	tʃanĩ-kĩ	tʃanĩ-kĩ	tʃ a n ĩ k ĩ	None	23		['tʃ', 'a', 'n', 'ĩ', '(', '+', 'k', 'ĩ', ')']	510
1803	Chaninawa	to lie	tʃani	tʃani	tʃ a n i	None	23		['tʃ', 'a', 'n', 'i', '(', '-', '-', '-', ')']	510
1804	Sharanawa	to lie	tʃani	tʃani	tʃ a n i	None	23		['tʃ', 'a', 'n', 'i', '(', '-', '-', '-', ')']	510
1805	Sharanawa	to lie	tʃania	tʃania	tʃ a n i a	None	23		['tʃ', 'a', 'n', 'i', '(', '-', '-', 'a', ')']	510
1806	Amawaka	to lie	tʃanii-	tʃanii-	tʃ a n i i	None	23		['tʃ', 'a', 'n', 'i', '(', '-', '-', 'i', ')']	510
1807	Kaxinawa	to lie	tʃani-	tʃani-	tʃ a n i	None	23		['tʃ', 'a', 'n', 'i', '(', '-', '-', '-', ')']	510
1808	Marinawa	to lie	tʃání	tʃání	tʃ !á/a n !í/i	None	23		['tʃ', '!á/a', 'n', '!í/i', '(', '-', '-', '-', ')']	510
1809	Yawanawa	to lie	tʃani	tʃani	tʃ a n i	None	23		['tʃ', 'a', 'n', 'i', '(', '-', '-', '-', ')']	510
5124	Proto-Panoan	to lie down	ɽaka-	ɽaka-	ɽ a k a	None	288		['ɽ', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')']	511
5125	Kakataibo	to lie down	raka	raka	r a k a	None	288		['r', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')']	511
5126	ShipiboKonibo	to lie down	raka-	raka-	r a k a	None	288		['r', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')']	511
5127	Kapanawa	to lie down	raka-	raka-	r a k a	None	288		['r', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')']	511
5128	Marubo	to lie down	raˈkaa	raˈkaa	r a k a a	None	288		['r', 'a', 'k', 'a', '(', '-', '-', 'a', '-', '-', '-', ')']	511
5129	Chakobo	to lie down	raka-	raka-	r a k a	None	288		['r', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')']	511
5130	Yaminawa	to lie down	rakakĩ	rakakĩ	r a k a k ĩ	None	288		['r', 'a', 'k', 'a', '(', '-', 'k', 'ĩ', '-', '-', '-', ')']	511
5131	Chaninawa	to lie down	raka-	raka-	r a k a	None	288		['r', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')']	511
5132	Sharanawa	to lie down	rakai	rakai	r a k a i	None	288		['r', 'a', 'k', 'a', '(', '-', '-', 'i', '-', '-', '-', ')']	511
5133	Sharanawa	to lie down	rakan	rakan	r a k a n	None	288		['r', 'a', 'k', 'a', '(', '-', 'n', '-', '-', '-', '-', ')']	511
5134	Shanenawa	to lie down	raka	raka	r a k a	None	288		['r', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')']	511
5135	Katukina	to lie down	rakata	rakata	r a k a t a	None	288		['r', 'a', 'k', 'a', '(', '-', 't', 'a', '-', '-', '-', ')']	511
5136	Katukina	to lie down	raka-ta-ai	raka-ta-ai	r a k a t a a i	None	288		['r', 'a', 'k', 'a', '(', '+', 't', 'a', '+', 'a', 'i', ')']	511
5137	Amawaka	to lie down	raka-	raka-	r a k a	II	288		['r', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')']	511
5138	Kaxinawa	to lie down	daka	daka	d a k a	None	288		['d', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')']	511
5139	Marinawa	to lie down	ráka	ráka	r á/a k a	None	288		['r', 'á/a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')']	511
5453	Proto-Panoan	to lift, to suspend	sa[n]á[n]-	sa[n]á[n]-	s a rⁿ á/a rⁿ	None	311		['s', 'a', 'rⁿ', 'á/a', 'rⁿ']	512
5454	Kakataibo	to lift, to suspend	sanã́	sanã́	s a n ã́/ã	None	311		['s', 'a', 'n', 'ã́/ã', '-']	512
5455	ShipiboKonibo	to lift, to suspend	sanã́́-	sanã́́-	s a n á/a	None	311		['s', 'a', 'n', 'á/a', '-']	512
5456	Marubo	to lift, to suspend	sana	sana	s a n a	None	311		['s', 'a', 'n', 'a', '-']	512
5458	Kaxinawa	to lift, to suspend	sãnã-	sãnã-	s ã n ã	None	311		['s', 'ã', 'n', 'ã', '-']	512
5459	Marinawa	to lift, to suspend	sánã	sánã	s á/a n ã	None	311		['s', 'á/a', 'n', 'ã', '-']	512
5460	Mayoruna	to lift, to suspend	sanan	sanan	s a n a n	None	311		['s', 'a', 'n', 'a', 'n']	512
4028	Proto-Panoan	to listen, to hear	[n]ika	[n]ika	rⁿ i k a	None	201		['rⁿ', 'i', '-', 'k', 'a', '(', '-', '-', '-', '-', ')']	513
4029	ShipiboKonibo	to listen, to hear	nika-	nika-	n i k a	None	201		['n', 'i', '-', 'k', 'a', '(', '-', '-', '-', '-', ')']	513
4030	Kapanawa	to listen, to hear	ninka-	ninka-	n i n k a	None	201		['n', 'i', 'n', 'k', 'a', '(', '-', '-', '-', '-', ')']	513
4031	Marubo	to listen, to hear	nĩkãã	nĩkãã	n ĩ k ã ã	None	201		['n', 'ĩ', '-', 'k', 'ã', '(', '-', '-', 'ã', '-', ')']	513
4032	Chakobo	to listen, to hear	nika-	nika-	n i k a	None	201		['n', 'i', '-', 'k', 'a', '(', '-', '-', '-', '-', ')']	513
4033	Yaminawa	to listen, to hear	nika	nika	n i k a	None	201		['n', 'i', '-', 'k', 'a', '(', '-', '-', '-', '-', ')']	513
4034	Sharanawa	to listen, to hear	nikai	nikai	n i k a i	None	201		['n', 'i', '-', 'k', 'a', '(', '-', '-', 'i', '-', ')']	513
4035	Sharanawa	to listen, to hear	nikaa	nikaa	n i k a a	None	201		['n', 'i', '-', 'k', 'a', '(', '-', '-', 'a', '-', ')']	513
4036	Shanenawa	to listen, to hear	ninka	ninka	n i n k a	None	201		['n', 'i', 'n', 'k', 'a', '(', '-', '-', '-', '-', ')']	513
4037	Katukina	to listen, to hear	ninka-tai	ninka-tai	n i n k a t a i	None	201		['n', 'i', 'n', 'k', 'a', '(', '+', 't', 'a', 'i', ')']	513
4038	Amawaka	to listen, to hear	nika-	nika-	n i k a	II	201		['n', 'i', '-', 'k', 'a', '(', '-', '-', '-', '-', ')']	513
4039	Kaxinawa	to listen, to hear	nika-	nika-	n i k a	None	201		['n', 'i', '-', 'k', 'a', '(', '-', '-', '-', '-', ')']	513
4040	Marinawa	to listen, to hear	níka-	níka-	n !í/i k a	None	201		['n', '!í/i', '-', 'k', 'a', '(', '-', '-', '-', '-', ')']	513
4041	Yawanawa	to listen, to hear	nika	nika	n i k a	None	201		['n', 'i', '-', 'k', 'a', '(', '-', '-', '-', '-', ')']	513
556	Proto-Panoan	to look	ʔoi[n]-	ʔoi[n]-	ʔ o i rⁿ	None	259		['ʔ', 'o', 'i', '(', '-', ')', 'rⁿ', '(', '-', '-', '-', '-', ')']	514
557	ShipiboKonibo	to look	ʔoĩ-	ʔoĩ-	ʔ o ĩ	None	259		['ʔ', 'o', 'ĩ', '(', '-', ')', '-', '(', '-', '-', '-', '-', ')']	514
558	Marubo	to look	oĩ	oĩ	o ĩ	None	259		['-', 'o', 'ĩ', '(', '-', ')', '-', '(', '-', '-', '-', '-', ')']	514
559	Yaminawa	to look	oĩ-kĩ	oĩ-kĩ	o ĩ k ĩ	None	259		['-', 'o', 'ĩ', '(', '-', ')', '-', '(', '+', 'k', 'ĩ', '-', ')']	514
560	Chaninawa	to look	oin	oin	o i n	None	259		['-', 'o', 'i', '(', '-', ')', 'n', '(', '-', '-', '-', '-', ')']	514
561	Sharanawa	to look	oin	oin	o i n	None	259		['-', 'o', 'i', '(', '-', ')', 'n', '(', '-', '-', '-', '-', ')']	514
562	Sharanawa	to look	oian	oian	o i a n	None	259		['-', 'o', 'i', '(', 'a', ')', 'n', '(', '-', '-', '-', '-', ')']	514
563	Amawaka	to look	ĩĩ-	ĩĩ-	ĩ ĩ	None	564		['-', 'ĩ', 'ĩ', '(', '-', ')', '-', '(', '-', '-', '-', '-', ')']	514
564	Amawaka	to look	ʔiin-ʔí	ʔiin-ʔí	ʔ i i n ʔ !í/i	None	565		['ʔ', 'i', 'i', '(', '-', ')', 'n', '(', '+', 'ʔ', '!í/i', '-', ')']	514
565	Kaxinawa	to look	ũĩ-	ũĩ-	ũ ĩ	None	259		['-', 'ũ', 'ĩ', '(', '-', ')', '-', '(', '-', '-', '-', '-', ')']	514
566	Marinawa	to look	ṍĩ	ṍĩ	ṍ/õ ĩ	None	259		['-', 'ṍ/õ', 'ĩ', '(', '-', ')', '-', '(', '-', '-', '-', '-', ')']	514
567	Katukina	to look	uin-nai	uin-nai	u i n n a i	None	259		['-', 'u', 'i', '(', '-', ')', 'n', '(', '+', 'n', 'a', 'i', ')']	514
568	Shanenawa	to look	uin	uin	u i n	None	259		['-', 'u', 'i', '(', '-', ')', 'n', '(', '-', '-', '-', '-', ')']	514
569	Yawanawa	to look	uian	uian	u i a n	None	259		['-', 'u', 'i', '(', 'a', ')', 'n', '(', '-', '-', '-', '-', ')']	514
570	Yawanawa	to look	uin	uin	u i n	None	259		['-', 'u', 'i', '(', '-', ')', 'n', '(', '-', '-', '-', '-', ')']	514
2123	Kakataibo	to look	is-	is-	i s	None	49		['-', 'i', 's', '(', '-', '-', '-', '-', ')']	515
2130	Korubo	to look	is-	is-	i s	None	49		['-', 'i', 's', '(', '-', '-', '-', '-', ')']	515
2131	Matis	to look	is-	is-	i s	None	49		['-', 'i', 's', '(', '-', '-', '-', '-', ')']	515
4165	Proto-Panoan	to love, to like	[n]oi-	[n]oi-	rⁿ o i	None	214		['(', '-', '-', ')', 'rⁿ', 'o', '(', '-', ')', 'i', '(', '-', '-', '-', '-', '-', '-', ')']	516
4166	Kakataibo	to love, to like	noi-	noi-	n o i	None	214		['(', '-', '-', ')', 'n', 'o', '(', '-', ')', 'i', '(', '-', '-', '-', '-', '-', '-', ')']	516
4167	ShipiboKonibo	to love, to like	noi-	noi-	n o i	None	214		['(', '-', '-', ')', 'n', 'o', '(', '-', ')', 'i', '(', '-', '-', '-', '-', '-', '-', ')']	516
4168	Kapanawa	to love, to like	noi-kin	noi-kin	n o i k i n	None	214		['(', '-', '-', ')', 'n', 'o', '(', '-', ')', 'i', '(', '+', 'k', 'i', 'n', '-', '-', ')']	516
4169	Marubo	to love, to like	ɨ̃_noi_ʃavo	ɨ̃_noi_ʃavo	ɨ n o i ʃ a v o	None	214		['(', 'ɨ', '+', ')', 'n', 'o', '(', '-', ')', 'i', '(', '+', 'ʃ', 'a', 'v', '-', 'o', ')']	516
4170	Chakobo	to love, to like	noi	noi	n o i	None	214		['(', '-', '-', ')', 'n', 'o', '(', '-', ')', 'i', '(', '-', '-', '-', '-', '-', '-', ')']	516
4171	Yaminawa	to love, to like	noi-kĩ	noi-kĩ	n o i k ĩ	None	214		['(', '-', '-', ')', 'n', 'o', '(', '-', ')', 'i', '(', '+', 'k', 'ĩ', '-', '-', '-', ')']	516
4172	Sharanawa	to love, to like	noi	noi	n o i	None	214		['(', '-', '-', ')', 'n', 'o', '(', '-', ')', 'i', '(', '-', '-', '-', '-', '-', '-', ')']	516
4173	Sharanawa	to love, to like	noia	noia	n o i a	None	214		['(', '-', '-', ')', 'n', 'o', '(', '-', ')', 'i', '(', '-', '-', 'a', '-', '-', '-', ')']	516
4174	Amawaka	to love, to like	nowi	nowi	n o w i	None	214		['(', '-', '-', ')', 'n', 'o', '(', 'w', ')', 'i', '(', '-', '-', '-', '-', '-', '-', ')']	516
4175	Kaxinawa	to love, to like	nui-	nui-	n u i	None	214		['(', '-', '-', ')', 'n', 'u', '(', '-', ')', 'i', '(', '-', '-', '-', '-', '-', '-', ')']	516
4176	Marinawa	to love, to like	noikásmá-	noikásmá-	n o i k á/a s m á/a	None	214		['(', '-', '-', ')', 'n', 'o', '(', '-', ')', 'i', '(', '-', 'k', 'á/a', 's', 'm', 'á/a', ')']	516
4177	Marinawa	to love, to like	nóí	nóí	n !ó/o !í/i	None	214		['(', '-', '-', ')', 'n', '!ó/o', '(', '-', ')', '!í/i', '(', '-', '-', '-', '-', '-', '-', ')']	516
5439	Proto-Panoan	to make a diet, to fast	sama-	sama-	s a m a	None	310		['s', 'a', 'm', 'a', '(', '-', '-', ')']	517
5440	Kakataibo	to make a diet, to fast	samá-	samá-	s a m á/a	None	310		['s', 'a', 'm', 'á/a', '(', '-', '-', ')']	517
5441	ShipiboKonibo	to make a diet, to fast	samá-	samá-	s a m á/a	None	310		['s', 'a', 'm', 'á/a', '(', '-', '-', ')']	517
5442	Kapanawa	to make a diet, to fast	sama	sama	s a m a	None	310		['s', 'a', 'm', 'a', '(', '-', '-', ')']	517
5443	Kapanawa	to make a diet, to fast	sama-	sama-	s a m a	None	310		['s', 'a', 'm', 'a', '(', '-', '-', ')']	517
5444	Marubo	to make a diet, to fast	samá	samá	s a m á/a	None	310		['s', 'a', 'm', 'á/a', '(', '-', '-', ')']	517
5445	Chakobo	to make a diet, to fast	sama-	sama-	s a m a	None	310		['s', 'a', 'm', 'a', '(', '-', '-', ')']	517
5446	Yaminawa	to make a diet, to fast	samama	samama	s a m a m a	None	310		['s', 'a', 'm', 'a', '(', 'm', 'a', ')']	517
5447	Sharanawa	to make a diet, to fast	samai	samai	s a m a i	None	310		['s', 'a', 'm', 'a', '(', '-', 'i', ')']	517
5448	Sharanawa	to make a diet, to fast	samaa	samaa	s a m a a	None	310		['s', 'a', 'm', 'a', '(', '-', 'a', ')']	517
5449	Amawaka	to make a diet, to fast	sama-_I	sama-_I	s a m a	None	310		['s', 'a', 'm', 'a', '(', '-', '-', ')']	517
5450	Kaxinawa	to make a diet, to fast	sama-	sama-	s a m a	None	310		['s', 'a', 'm', 'a', '(', '-', '-', ')']	517
5452	Marinawa	to make a diet, to fast	samá	samá	s a m á/a	None	310		['s', 'a', 'm', 'á/a', '(', '-', '-', ')']	517
1	Proto-Panoan	to make, to kill	ʔak-	ʔak-	ʔ a k	None	1		['ʔ', 'a', 'k']	518
2	Kakataibo	to make, to kill	ʔa-	ʔa-	ʔ a	None	1		['ʔ', 'a', '-']	518
3	ShipiboKonibo	to make, to kill	ʔa-	ʔa-	ʔ a	None	1		['ʔ', 'a', '-']	518
4	Kapanawa	to make, to kill	ʔa-	ʔa-	ʔ a	None	1		['ʔ', 'a', '-']	518
5	Marubo	to make, to kill	a-	a-	a	None	1		['-', 'a', '-']	518
6	Chakobo	to make, to kill	ʔa-	ʔa-	ʔ a	None	1		['ʔ', 'a', '-']	518
7	Kaxarari	to make, to kill	a-	a-	a	None	1		['-', 'a', '-']	518
8	Yaminawa	to make, to kill	ak-	ak-	a k	None	1		['-', 'a', 'k']	519
9	Chaninawa	to make, to kill	a-	a-	a	None	1		['-', 'a', '-']	518
10	Sharanawa	to make, to kill	a-	a-	a	None	1		['-', 'a', '-']	518
11	Amawaka	to make, to kill	ʔa-	ʔa-	ʔ a	None	1		['ʔ', 'a', '-']	518
12	Kaxinawa	to make, to kill	a-	a-	a	None	1		['-', 'a', '-']	518
13	Marinawa	to make, to kill	a-	a-	a	None	1		['-', 'a', '-']	518
14	Korubo	to make, to kill	ak-	ak-	a k	None	1		['-', 'a', 'k']	518
15	Matis	to make, to kill	ak-	ak-	a k	None	1		['-', 'a', 'k']	518
16	Mayoruna	to make, to kill	ak-	ak-	a k	None	1		['-', 'a', 'k']	518
3538	Proto-Panoan	to meet	mɨɽa-	mɨɽa-	m ɨ ɽ a	None	162		['m', 'ɨ', 'ɽ', 'a']	520
3539	Kakataibo	to meet	mɨra-	mɨra-	m ɨ r a	None	162		['m', 'ɨ', 'r', 'a']	520
3540	ShipiboKonibo	to meet	mɨra-	mɨra-	m ɨ r a	None	162		['m', 'ɨ', 'r', 'a']	520
3541	Kapanawa	to meet	mɨɾa-	mɨɾa-	m ɨ ɾ a	None	162		['m', 'ɨ', 'ɾ', 'a']	520
3542	Marubo	to meet	mɨra	mɨra	m ɨ r a	None	162		['m', 'ɨ', 'r', 'a']	520
3543	Chakobo	to meet	mɨra-	mɨra-	m ɨ r a	None	162		['m', 'ɨ', 'r', 'a']	520
6913	Proto-Panoan	to pass by	wi[n]o-	wi[n]o-	w i rⁿ o	None	433		['w', 'i', 'rⁿ', 'o', '-', '(', '-', '-', '-', '-', '-', ')']	521
6914	Kakataibo	to pass by	ino	ino	i n o	None	433		['-', 'i', 'n', 'o', '-', '(', '-', '-', '-', '-', '-', ')']	521
6915	ShipiboKonibo	to pass by	wino-	wino-	w i n o	None	433		['w', 'i', 'n', 'o', '-', '(', '-', '-', '-', '-', '-', ')']	521
6916	Kapanawa	to pass by	wino-	wino-	w i n o	None	433		['w', 'i', 'n', 'o', '-', '(', '-', '-', '-', '-', '-', ')']	521
6917	Chakobo	to pass by	wino-	wino-	w i n o	None	433		['w', 'i', 'n', 'o', '-', '(', '-', '-', '-', '-', '-', ')']	521
6918	Yaminawa	to pass by	ɸinõɸa-kĩ	ɸinõɸa-kĩ	ɸ i n õ ɸ a k ĩ	None	433		['ɸ', 'i', 'n', 'õ', '-', '(', 'ɸ', 'a', '+', 'k', 'ĩ', ')']	521
6919	Sharanawa	to pass by	ɸinoin	ɸinoin	ɸ i n o i n	None	433		['ɸ', 'i', 'n', 'o', '-', '(', 'i', 'n', '-', '-', '-', ')']	521
6920	Sharanawa	to pass by	ɸinoan	ɸinoan	ɸ i n o a n	None	433		['ɸ', 'i', 'n', 'o', '-', '(', 'a', 'n', '-', '-', '-', ')']	521
6921	Yawanawa	to pass by	uinun	uinun	w i n u n	None	433		['w', 'i', 'n', 'u', 'n', '(', '-', '-', '-', '-', '-', ')']	521
6922	Amawaka	to pass by	wino-	wino-	w i n o	II	433		['w', 'i', 'n', 'o', '-', '(', '-', '-', '-', '-', '-', ')']	521
6923	Kaxinawa	to pass by	binu-	binu-	b i n u	None	433		['b', 'i', 'n', 'u', '-', '(', '-', '-', '-', '-', '-', ')']	521
6924	Marinawa	to pass by	ɸínõ-	ɸínõ-	ɸ !í/i n õ	None	433		['ɸ', '!í/i', 'n', 'õ', '-', '(', '-', '-', '-', '-', '-', ')']	521
