ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	COGIDS	ALIGNMENT	AUTOCOGID
5934	Matis	fat	ʂɨni	ʂɨni	ʂ ɨ n i	None	351		['ʂ', 'ɨ', 'n', 'i']	122
6088	Proto-Panoan	fat	ʂoaC-	ʂoaC-	ʂ o a ç/n	None	363		['ʂ', 'o', '-', 'a', 'ç/n', '(', '-', '-', '-', '-', ')']	121
6089	ShipiboKonibo	fat	ʂoá	ʂoá	ʂ o á/a	None	363		['ʂ', 'o', '-', 'á/a', '-', '(', '-', '-', '-', '-', ')']	121
6090	Kapanawa	fat	ʂoá	ʂoá	ʂ o á/a	None	363		['ʂ', 'o', '-', 'á/a', '-', '(', '-', '-', '-', '-', ')']	121
6091	Chakobo	fat	ʂoa	ʂoa	ʂ o a	None	363		['ʂ', 'o', '-', 'a', '-', '(', '-', '-', '-', '-', ')']	121
6092	Yaminawa	fat	ʂoa	ʂoa	ʂ o a	None	363		['ʂ', 'o', '-', 'a', '-', '(', '-', '-', '-', '-', ')']	121
6093	Yaminawa	fat	ʂoaʂinĩ	ʂoaʂinĩ	ʂ o a ʂ i n ĩ	None	363		['ʂ', 'o', '-', 'a', '-', '(', 'ʂ', 'i', 'n', 'ĩ', ')']	121
6094	Sharanawa	fat	ʂoa	ʂoa	ʂ o a	None	363		['ʂ', 'o', '-', 'a', '-', '(', '-', '-', '-', '-', ')']	121
6095	Shanenawa	fat	ʂua	ʂua	ʂ u a	None	363		['ʂ', 'u', '-', 'a', '-', '(', '-', '-', '-', '-', ')']	121
6096	Amawaka	fat	xówaa	xówaa	x ó/o w a	None	363		['x', 'ó/o', 'w', 'a', '-', '(', '-', '-', '-', '-', ')']	121
6097	Amawaka	fat	xówaapán	xówaapán	x ó/o w a p á/a n	None	363		['x', 'ó/o', 'w', 'a', '-', '(', 'p', 'á/a', 'n', '-', ')']	121
6098	Kaxinawa	fat	ʂua	ʂua	ʂ u a	None	363		['ʂ', 'u', '-', 'a', '-', '(', '-', '-', '-', '-', ')']	121
6099	Marinawa	fat	ʂóa	ʂóa	ʂ ó/o a	None	363		['ʂ', 'ó/o', '-', 'a', '-', '(', '-', '-', '-', '-', ')']	121
6100	Yawanawa	fat	ʂua	ʂua	ʂ u a	None	363		['ʂ', 'u', '-', 'a', '-', '(', '-', '-', '-', '-', ')']	121
5914	Proto-Panoan	fat, oil	ʂɨ[n]i	ʂɨ[n]i	ʂ ɨ rⁿ i	None	351		['ʂ', 'ɨ', 'rⁿ', 'i']	123
5915	Kakataibo	fat, oil	ʂɨni	ʂɨni	ʂ ɨ n i	None	351		['ʂ', 'ɨ', 'n', 'i']	123
5916	ShipiboKonibo	fat, oil	ʂɨni	ʂɨni	ʂ ɨ n i	None	351		['ʂ', 'ɨ', 'n', 'i']	123
5917	Kapanawa	fat, oil	ʂɨni	ʂɨni	ʂ ɨ n i	None	351		['ʂ', 'ɨ', 'n', 'i']	123
5918	Marubo	fat, oil	ʃɨni	ʃɨni	ʃ ɨ n i	None	351		['ʃ', 'ɨ', 'n', 'i']	123
5919	Chakobo	fat, oil	ʂɨni	ʂɨni	ʂ ɨ n i	None	351		['ʂ', 'ɨ', 'n', 'i']	123
5920	Yaminawa	fat, oil	ʂini	ʂini	ʂ i n i	None	351		['ʂ', 'i', 'n', 'i']	123
5921	Yaminawa	fat, oil	ʂinĩ	ʂinĩ	ʂ i n ĩ	None	351		['ʂ', 'i', 'n', 'ĩ']	123
5922	Chaninawa	fat, oil	ʃɨdi	ʃɨdi	ʃ ɨ d i	None	351		['ʃ', 'ɨ', 'd', 'i']	123
5923	Chaninawa	fat, oil	ʃidi	ʃidi	ʃ i d i	None	351		['ʃ', 'i', 'd', 'i']	123
5924	Chaninawa	fat, oil	ʂidi	ʂidi	ʂ i d i	None	351		['ʂ', 'i', 'd', 'i']	123
5926	Shanenawa	fat, oil	ʂɨni	ʂɨni	ʂ ɨ n i	None	351		['ʂ', 'ɨ', 'n', 'i']	123
5928	Poyanawa	fat, oil	hãdi	hãdi	h ã d i	None	351		['h', 'ã', 'd', 'i']	123
5929	Amawaka	fat, oil	xɨní_I	xɨní_I	x ɨ n !í/i	None	351		['x', 'ɨ', 'n', '!í/i']	123
5930	Kaxinawa	fat, oil	ʂɨni	ʂɨni	ʂ ɨ n i	None	351		['ʂ', 'ɨ', 'n', 'i']	123
5931	Marinawa	fat, oil	ʂɨni	ʂɨni	ʂ ɨ n i	None	351		['ʂ', 'ɨ', 'n', 'i']	123
5932	Yawanawa	fat, oil	ʂɨni	ʂɨni	ʂ ɨ n i	None	351		['ʂ', 'ɨ', 'n', 'i']	123
5933	Korubo	fat, oil	ʃɨni	ʃɨni	ʃ ɨ n i	None	351		['ʃ', 'ɨ', 'n', 'i']	123
4559	Proto-Panoan	father	papa	papa	p a p a	None	244		['p', 'a', 'p', 'a', '(', '-', ')']	124
4560	Kakataibo	father	papa	papa	p a p a	None	244		['p', 'a', 'p', 'a', '(', '-', ')']	124
4561	ShipiboKonibo	father	papa	papa	p a p a	None	244		['p', 'a', 'p', 'a', '(', '-', ')']	124
4562	Kapanawa	father	papa	papa	p a p a	None	244		['p', 'a', 'p', 'a', '(', '-', ')']	124
4563	Marubo	father	ˈpapa	ˈpapa	p a p a	None	244		['p', 'a', 'p', 'a', '(', '-', ')']	124
4564	Chakobo	father	pápa	pápa	p á/a p a	None	244		['p', 'á/a', 'p', 'a', '(', '-', ')']	124
4565	Chakobo	father	ɨpa	ɨpa	ɨ p a	None	244		['-', 'ɨ', 'p', 'a', '(', '-', ')']	124
4566	Chakobo	father	ipa	ipa	i p a	None	244		['-', 'i', 'p', 'a', '(', '-', ')']	124
4567	Kaxarari	father	iˈpa	iˈpa	i p a	None	244		['-', 'i', 'p', 'a', '(', '-', ')']	124
4568	Kaxarari	father	ɨˈpa	ɨˈpa	ɨ p a	None	244		['-', 'ɨ', 'p', 'a', '(', '-', ')']	124
4569	Kaxarari	father	pa	pa	p a	None	244		['-', '-', 'p', 'a', '(', '-', ')']	124
4570	Yaminawa	father	ɨpa	ɨpa	ɨ p a	None	244		['-', 'ɨ', 'p', 'a', '(', '-', ')']	124
4571	Yaminawa	father	ɨpã	ɨpã	ɨ p ã	None	244		['-', 'ɨ', 'p', 'ã', '(', '-', ')']	124
4572	Chaninawa	father	ɨpa	ɨpa	ɨ p a	None	244		['-', 'ɨ', 'p', 'a', '(', '-', ')']	124
4573	Sharanawa	father	ɨpa	ɨpa	ɨ p a	None	244		['-', 'ɨ', 'p', 'a', '(', '-', ')']	124
4574	Sharanawa	father	ɨpan	ɨpan	ɨ p a n	None	244		['-', 'ɨ', 'p', 'a', '(', 'n', ')']	124
4575	Shanenawa	father	ɨpa	ɨpa	ɨ p a	None	244		['-', 'ɨ', 'p', 'a', '(', '-', ')']	124
4576	Katukina	father	papa	papa	p a p a	None	244		['p', 'a', 'p', 'a', '(', '-', ')']	124
4577	Poyanawa	father	ɨpa	ɨpa	ɨ p a	None	244		['-', 'ɨ', 'p', 'a', '(', '-', ')']	124
4578	Amawaka	father	papa	papa	p a p a	II	244		['p', 'a', 'p', 'a', '(', '-', ')']	124
4579	Amawaka	father	ɨpa	ɨpa	ɨ p a	None	244		['-', 'ɨ', 'p', 'a', '(', '-', ')']	124
4580	Kaxinawa	father	ɨpa	ɨpa	ɨ p a	None	244		['-', 'ɨ', 'p', 'a', '(', '-', ')']	124
4581	Marinawa	father	ɨ́́pá	ɨ́́pá	ɨ p á/a	None	244		['-', 'ɨ', 'p', 'á/a', '(', '-', ')']	124
4582	Yawanawa	father	apa	apa	a p a	None	244		['-', 'a', 'p', 'a', '(', '-', ')']	124
4583	Mayoruna	father	paˈpa	paˈpa	p a p a	None	244		['p', 'a', 'p', 'a', '(', '-', ')']	124
4584	Mayoruna	father	pa	pa	p a	None	244		['-', '-', 'p', 'a', '(', '-', ')']	124
6146	Marubo	father	ɨpa	ɨpa	ɨ p a	(cf. MELATTI, 1975 [2005]	244		['-', 'ɨ', 'p', 'a', '(', '-', ')']	124
960	Amawaka	field	ˈβai	ˈβai	β a i	None	471		['β', 'a', 'i', '-']	125
6684	Proto-Panoan	field	wai	wai	w a i	None	411		['w', 'a', '-', 'i']	125
6685	ShipiboKonibo	field	wai	wai	w a i	None	411		['w', 'a', '-', 'i']	125
6686	Kapanawa	field	wai	wai	w a i	None	411		['w', 'a', '-', 'i']	125
6687	Marubo	field	wai	wai	w a i	None	411		['w', 'a', '-', 'i']	125
6688	Chakobo	field	wai	wai	w a i	None	411		['w', 'a', '-', 'i']	125
6690	Shanenawa	field	faj	faj	f a i	None	411		['f', 'a', '-', 'i']	125
6691	Katukina	field	wai	wai	w a i	None	411		['w', 'a', '-', 'i']	125
6693	Amawaka	field	waí_I	waí_I	w a !í/i	None	411		['w', 'a', '-', '!í/i']	125
6694	Kaxinawa	field	bai	bai	b a i	None	411		['b', 'a', '-', 'i']	125
6695	Marinawa	field	ɸai	ɸai	ɸ a i	None	411		['ɸ', 'a', '-', 'i']	125
3554	Proto-Panoan	finger	mɨtoti	mɨtoti	m ɨ t o t i	None	164		['m', 'ɨ', 't', 'o', 't', 'i', '(', '-', '-', '-', ')']	126
3555	Kakataibo	finger	mɨtoti	mɨtoti	m ɨ t o t i	None	164		['m', 'ɨ', 't', 'o', 't', 'i', '(', '-', '-', '-', ')']	126
3556	ShipiboKonibo	finger	mɨtoti	mɨtoti	m ɨ t o t i	None	164		['m', 'ɨ', 't', 'o', 't', 'i', '(', '-', '-', '-', ')']	126
3557	Kapanawa	finger	mɨtoti	mɨtoti	m ɨ t o t i	None	164		['m', 'ɨ', 't', 'o', 't', 'i', '(', '-', '-', '-', ')']	126
3558	Chakobo	finger	mɨtotí	mɨtotí	m ɨ t o t !í/i	None	164		['m', 'ɨ', 't', 'o', 't', '!í/i', '(', '-', '-', '-', ')']	126
3559	Chaninawa	finger	mɨtoti	mɨtoti	m ɨ t o t i	None	164		['m', 'ɨ', 't', 'o', 't', 'i', '(', '-', '-', '-', ')']	126
3560	Sharanawa	finger	mɨtoti	mɨtoti	m ɨ t o t i	None	164		['m', 'ɨ', 't', 'o', 't', 'i', '(', '-', '-', '-', ')']	126
3561	Sharanawa	finger	mɨtotinin	mɨtotinin	m ɨ t o t i n i n	None	164		['m', 'ɨ', 't', 'o', 't', 'i', '(', 'n', 'i', 'n', ')']	126
3562	Shanenawa	finger	mɨtɨti	mɨtɨti	m ɨ t ɨ t i	None	164		['m', 'ɨ', 't', 'ɨ', 't', 'i', '(', '-', '-', '-', ')']	126
3563	Amawaka	finger	mɨtõti	mɨtõti	m ɨ t õ t i	None	164		['m', 'ɨ', 't', 'õ', 't', 'i', '(', '-', '-', '-', ')']	126
3564	Kaxinawa	finger	mɨtuti	mɨtuti	m ɨ t u t i	None	164		['m', 'ɨ', 't', 'u', 't', 'i', '(', '-', '-', '-', ')']	126
3565	Marinawa	finger	mɨ́t́ótí	mɨ́t́ótí	m !ɨ́/ɨ t !ó/o t !í/i	None	164		['m', '!ɨ́/ɨ', 't', '!ó/o', 't', '!í/i', '(', '-', '-', '-', ')']	126
3566	Yawanawa	finger	mɨtuti	mɨtuti	m ɨ t u t i	None	164		['m', 'ɨ', 't', 'u', 't', 'i', '(', '-', '-', '-', ')']	126
3487	Proto-Panoan	fingernail	mɨtsis	mɨtsis	m ɨ ts i s	None	158		['m', 'ɨ', '-', 'ts', 'i', 's', '-']	127
3488	Kakataibo	fingernail	untsis	untsis	u n ts i s	None	158		['-', 'u', 'n', 'ts', 'i', 's', '-']	127
3489	Kakataibo	fingernail	unˈtsɨ	unˈtsɨ	u n ts ɨ	None	158		['-', 'u', 'n', 'ts', 'ɨ', '-', '-']	127
3490	Kakataibo	fingernail	unˈtsis	unˈtsis	u n ts i s	None	158		['-', 'u', 'n', 'ts', 'i', 's', '-']	127
3491	ShipiboKonibo	fingernail	mɨntsís	mɨntsís	m ɨ n ts !í/i s	None	158		['m', 'ɨ', 'n', 'ts', '!í/i', 's', '-']	127
3492	ShipiboKonibo	fingernail	mitsís	mitsís	m i ts !í/i s	None	158		['m', 'i', '-', 'ts', '!í/i', 's', '-']	127
3493	Kapanawa	fingernail	mɨntsís	mɨntsís	m ɨ n ts !í/i s	None	158		['m', 'ɨ', 'n', 'ts', '!í/i', 's', '-']	127
3494	Marubo	fingernail	mɨ̃ˈtsisi	mɨ̃ˈtsisi	m ɨ̃ ts i s i	None	158		['m', 'ɨ̃', '-', 'ts', 'i', 's', 'i']	127
3495	Chakobo	fingernail	ˈmɨtsis	ˈmɨtsis	m ɨ ts i s	None	158		['m', 'ɨ', '-', 'ts', 'i', 's', '-']	127
3496	Chakobo	fingernail	ˈmɨtsisi	ˈmɨtsisi	m ɨ ts i s i	None	158		['m', 'ɨ', '-', 'ts', 'i', 's', 'i']	127
3497	Chakobo	fingernail	mɨ́́tsisi	mɨ́́tsisi	m !ɨ́/ɨ ts i s i	None	158		['m', '!ɨ́/ɨ', '-', 'ts', 'i', 's', 'i']	127
3498	Kaxarari	fingernail	mɨtʃiˈsi	mɨtʃiˈsi	m ɨ tʃ i s i	None	158		['m', 'ɨ', '-', 'tʃ', 'i', 's', 'i']	127
3499	Yaminawa	fingernail	mitsis	mitsis	m i ts i s	None	158		['m', 'i', '-', 'ts', 'i', 's', '-']	127
3500	Yaminawa	fingernail	mitsisi	mitsisi	m i ts i s i	None	158		['m', 'i', '-', 'ts', 'i', 's', 'i']	127
3501	Chaninawa	fingernail	bitsis	bitsis	b i ts i s	None	158		['b', 'i', '-', 'ts', 'i', 's', '-']	127
3502	Chaninawa	fingernail	otsis	otsis	o ts i s	None	633		['-', 'o', '-', 'ts', 'i', 's', '-', '-']	127
3503	Sharanawa	fingernail	mɨtsisi	mɨtsisi	m ɨ ts i s i	None	158		['m', 'ɨ', '-', 'ts', 'i', 's', 'i']	127
3504	Sharanawa	fingernail	otsisi	otsisi	o ts i s i	None	158		['-', 'o', '-', 'ts', 'i', 's', 'i']	127
3505	Shanenawa	fingernail	mɨtʃiʃi	mɨtʃiʃi	m ɨ tʃ i ʃ i	None	158		['m', 'ɨ', '-', 'tʃ', 'i', 'ʃ', 'i']	127
3506	Katukina	fingernail	məˈ̃tʃiʃi	məˈ̃tʃiʃi	m ə tʃ i ʃ i	None	158		['m', 'ə', '-', 'tʃ', 'i', 'ʃ', 'i']	127
3507	Amawaka	fingernail	honˈtsís	honˈtsís	h o n ts !í/i s	None	158		['h', 'o', 'n', 'ts', '!í/i', 's', '-']	127
3508	Amawaka	fingernail	mɨntsís	mɨntsís	m ɨ n ts !í/i s	None	158		['m', 'ɨ', 'n', 'ts', '!í/i', 's', '-']	127
3509	Amawaka	fingernail	mɨtsis_I	mɨtsis_I	m ɨ ts i s	None	158		['m', 'ɨ', '-', 'ts', 'i', 's', '-']	127
3510	Kaxinawa	fingernail	mɨtsís	mɨtsís	m ɨ ts !í/i s	None	158		['m', 'ɨ', '-', 'ts', '!í/i', 's', '-']	127
3511	Marinawa	fingernail	mɨtsisi	mɨtsisi	m ɨ ts i s i	None	158		['m', 'ɨ', '-', 'ts', 'i', 's', 'i']	127
3512	Yawanawa	fingernail	mɨtsisi	mɨtsisi	m ɨ ts i s i	None	158		['m', 'ɨ', '-', 'ts', 'i', 's', 'i']	127
3513	Korubo	fingernail	mɨtʃiun	mɨtʃiun	m ɨ tʃ i u n	None	632		['m', 'ɨ', '-', 'tʃ', 'i', '-', 'u', 'n']	127
3514	Matis	fingernail	mɨntis	mɨntis	m ɨ n t i s	None	158		['m', 'ɨ', 'n', 't', 'i', 's', '-']	127
3515	Mayoruna	fingernail	mɨnˈtsis	mɨnˈtsis	m ɨ n ts i s	None	158		['m', 'ɨ', 'n', 'ts', 'i', 's', '-']	127
4297	Yaminawa	fingernail	otsisi	otsisi	o ts i s i	None	224		['-', 'o', 'ts', 'i', 's', '(', 'i', '-', ')']	127
4300	Sharanawa	fingernail	otsisin	otsisin	o ts i s i n	None	224		['-', 'o', 'ts', 'i', 's', '(', 'i', 'n', ')']	127
4301	Amawaka	fingernail	hõtsis_I	hõtsis_I	h õ ts i s	None	224		['h', 'õ', 'ts', 'i', 's', '(', '-', '-', ')']	127
1856	Proto-Panoan	fire	tʃiʔi	tʃiʔi	tʃ i ʔ i	None	29		['tʃ', 'i', 'ʔ', 'i', '(', '-', ')']	128
1857	Kakataibo	fire	tʃii	tʃii	tʃ i i	None	29		['tʃ', 'i', '-', 'i', '(', '-', ')']	128
1858	ShipiboKonibo	fire	tʃií	tʃií	tʃ i !í/i	None	29		['tʃ', 'i', '-', '!í/i', '(', '-', ')']	128
1859	ShipiboKonibo	fire	tʃíi	tʃíi	tʃ !í/i i	None	702		['tʃ', '!í/i', '-', 'i', '(', '-', ')']	128
1860	Kapanawa	fire	tʃiʔi	tʃiʔi	tʃ i ʔ i	None	29		['tʃ', 'i', 'ʔ', 'i', '(', '-', ')']	128
1861	Marubo	fire	tʃiʔ	tʃiʔ	tʃ i ʔ	None	29		['tʃ', 'i', 'ʔ', '-', '(', '-', ')']	128
1862	Chakobo	fire	tʃiʔi	tʃiʔi	tʃ i ʔ i	None	29		['tʃ', 'i', 'ʔ', 'i', '(', '-', ')']	128
1863	Kaxarari	fire	tʃiˈʔi	tʃiˈʔi	tʃ i ʔ i	None	29		['tʃ', 'i', 'ʔ', 'i', '(', '-', ')']	128
1864	Yaminawa	fire	tʃii	tʃii	tʃ i i	None	29		['tʃ', 'i', '-', 'i', '(', '-', ')']	128
1865	Yaminawa	fire	tʃiĩ	tʃiĩ	tʃ i ĩ	None	29		['tʃ', 'i', '-', 'ĩ', '(', '-', ')']	128
1866	Chaninawa	fire	tʃii	tʃii	tʃ i i	None	29		['tʃ', 'i', '-', 'i', '(', '-', ')']	128
1867	Sharanawa	fire	tʃii	tʃii	tʃ i i	None	29		['tʃ', 'i', '-', 'i', '(', '-', ')']	128
1868	Sharanawa	fire	tʃiin	tʃiin	tʃ i i n	None	29		['tʃ', 'i', '-', 'i', '(', 'n', ')']	128
1869	Shanenawa	fire	tʃi	tʃi	tʃ i	None	29		['tʃ', 'i', '-', '-', '(', '-', ')']	128
1870	Katukina	fire	tʃiˈiʔ	tʃiˈiʔ	tʃ i i ʔ	None	29		['tʃ', 'i', '-', 'i', '(', 'ʔ', ')']	128
1871	Amawaka	fire	tʃiʔi	tʃiʔi	tʃ i ʔ i	II	29		['tʃ', 'i', 'ʔ', 'i', '(', '-', ')']	128
1872	Kaxinawa	fire	tʃi	tʃi	tʃ i	None	29		['tʃ', 'i', '-', '-', '(', '-', ')']	128
1873	Marinawa	fire	tʃi	tʃi	tʃ i	None	29		['tʃ', 'i', '-', '-', '(', '-', ')']	128
1874	Yawanawa	fire	tʃi	tʃi	tʃ i	None	29		['tʃ', 'i', '-', '-', '(', '-', ')']	128
1875	Proto-Panoan	fire powder	tʃiʔi_mapo	tʃiʔi_mapo	tʃ i ʔ i m a p o	None	30		['tʃ', 'i', 'ʔ', 'i', '(', '+', ')', 'm', 'a', 'p', 'o', '-', '-', '(', '-', ')']	129
1876	Kakataibo	fire powder	tʃimapo	tʃimapo	tʃ i m a p o	None	30		['tʃ', 'i', '-', '-', '(', '-', ')', 'm', 'a', 'p', 'o', '-', '-', '(', '-', ')']	129
1877	ShipiboKonibo	fire powder	tʃií_mapó	tʃií_mapó	tʃ i í/i m a p !ó/o	None	30		['tʃ', 'i', '-', 'í/i', '(', '+', ')', 'm', 'a', 'p', '!ó/o', '-', '-', '(', '-', ')']	129
1878	ShipiboKonibo	fire powder	tʃíi_mapo	tʃíi_mapo	tʃ !í/i i m a p o	None	535		['tʃ', '!í/i', '-', 'i', '(', '+', ')', 'm', 'a', 'p', 'o', '-', '-', '(', '-', ')']	129
1879	Kapanawa	fire powder	tʃiʔi_mápo	tʃiʔi_mápo	tʃ i ʔ i m á/a p o	None	30		['tʃ', 'i', 'ʔ', 'i', '(', '+', ')', 'm', 'á/a', 'p', 'o', '-', '-', '(', '-', ')']	129
1880	Kaxarari	fire powder	mapɯˈʔɯ	mapɯˈʔɯ	m a p ɯ ʔ ɯ	None	30		['-', '-', '-', '-', '(', '-', ')', 'm', 'a', 'p', 'ɯ', 'ʔ', 'ɯ', '(', '-', ')']	129
1881	Kaxarari	fire powder	[mapuˈʔu]	[mapuˈʔu]	m a p u ʔ u	None	30		['-', '-', '-', '-', '(', '-', ')', 'm', 'a', 'p', 'u', 'ʔ', 'u', '(', '-', ')']	129
1882	Chaninawa	fire powder	bapo	bapo	b a p o	None	30		['-', '-', '-', '-', '(', '-', ')', 'b', 'a', 'p', 'o', '-', '-', '(', '-', ')']	129
1883	Sharanawa	fire powder	mapo	mapo	m a p o	None	30		['-', '-', '-', '-', '(', '-', ')', 'm', 'a', 'p', 'o', '-', '-', '(', '-', ')']	129
1884	Sharanawa	fire powder	mapon	mapon	m a p o n	None	30		['-', '-', '-', '-', '(', '-', ')', 'm', 'a', 'p', 'o', '-', '-', '(', 'n', ')']	129
1885	Shanenawa	fire powder	mapu	mapu	m a p u	None	30		['-', '-', '-', '-', '(', '-', ')', 'm', 'a', 'p', 'u', '-', '-', '(', '-', ')']	129
1886	Amawaka	fire powder	tʃiʔi_mapo_I	tʃiʔi_mapo_I	tʃ i ʔ i m a p o	None	30		['tʃ', 'i', 'ʔ', 'i', '(', '+', ')', 'm', 'a', 'p', 'o', '-', '-', '(', '-', ')']	129
1887	Kaxinawa	fire powder	tʃimapu	tʃimapu	tʃ i m a p u	None	30		['tʃ', 'i', '-', '-', '(', '-', ')', 'm', 'a', 'p', 'u', '-', '-', '(', '-', ')']	129
1888	Marinawa	fire powder	tʃímapõ	tʃímapõ	tʃ !í/i m a p õ	None	30		['tʃ', '!í/i', '-', '-', '(', '-', ')', 'm', 'a', 'p', 'õ', '-', '-', '(', '-', ')']	129
1889	Marinawa	fire powder	mápo	mápo	m á/a p o	None	30		['-', '-', '-', '-', '(', '-', ')', 'm', 'á/a', 'p', 'o', '-', '-', '(', '-', ')']	129
1890	Matis	fire powder	tʃismapuk	tʃismapuk	tʃ i s m a p u k	None	30		['tʃ', 'i', 's', '-', '(', '-', ')', 'm', 'a', 'p', 'u', 'k', '-', '(', '-', ')']	129
3294	Mayoruna	fire powder	isisapuk	isisapuk	i s i s a p u k	None	140		['(', 'i', 's', 'i', 's', ')', '-', 'a', 'p', 'u', 'k', '(', '-', '-', '-', '-', '-', ')']	129
2851	Proto-Panoan	firefly	koki[ʃ]	koki[ʃ]	k o k i ʃ	None	104		['k', 'o', '-', 'k', 'i', 'ʃ', '(', '-', '-', '-', ')']	130
2852	Kakataibo	firefly	koki	koki	k o k i	None	104		['k', 'o', '-', 'k', 'i', '-', '(', '-', '-', '-', ')']	130
2854	Kapanawa	firefly	koʔkiʃ	koʔkiʃ	k o ʔ k i ʃ	None	104		['k', 'o', 'ʔ', 'k', 'i', 'ʃ', '(', '-', '-', '-', ')']	130
2855	Chakobo	firefly	kokiˈna	kokiˈna	k o k i n a	None	104		['k', 'o', '-', 'k', 'i', '-', '(', '-', 'n', 'a', ')']	130
2856	Chakobo	firefly	koki	koki	k o k i	None	104		['k', 'o', '-', 'k', 'i', '-', '(', '-', '-', '-', ')']	130
2857	Chakobo	firefly	koki	koki	k o k i	None	104		['k', 'o', '-', 'k', 'i', '-', '(', '-', '-', '-', ')']	130
2858	Sharanawa	firefly	kokoʂ	kokoʂ	k o k o ʂ	None	104		['k', 'o', '-', 'k', 'o', 'ʂ', '(', '-', '-', '-', ')']	130
2860	Kaxinawa	firefly	kukiʃ	kukiʃ	k u k i ʃ	None	104		['k', 'u', '-', 'k', 'i', 'ʃ', '(', '-', '-', '-', ')']	130
2861	Matis	firefly	kukuʂ	kukuʂ	k u k u ʂ	None	104		['k', 'u', '-', 'k', 'u', 'ʂ', '(', '-', '-', '-', ')']	130
3912	Matis	firefly	nɨa	nɨa	n ɨ a	None	191		['n', 'ɨ', 'a', '-', '(', '-', ')']	131
2570	Proto-Panoan	firewood	kaɽo	kaɽo	k a ɽ o	None	82		['k', 'a', '(', '-', ')', 'ɽ', 'o', '(', '-', ')']	132
2571	Kakataibo	firewood	karo	karo	k a r o	None	82		['k', 'a', '(', '-', ')', 'r', 'o', '(', '-', ')']	132
2572	ShipiboKonibo	firewood	karo	karo	k a r o	None	82		['k', 'a', '(', '-', ')', 'r', 'o', '(', '-', ')']	132
2573	Kapanawa	firewood	kaaro	kaaro	k a a r o	None	82		['k', 'a', '(', 'a', ')', 'r', 'o', '(', '-', ')']	132
2574	Chakobo	firewood	karo	karo	k a r o	None	82		['k', 'a', '(', '-', ')', 'r', 'o', '(', '-', ')']	132
2575	Chaninawa	firewood	kaɾo	kaɾo	k a ɾ o	None	82		['k', 'a', '(', '-', ')', 'ɾ', 'o', '(', '-', ')']	132
2576	Sharanawa	firewood	kaɾo	kaɾo	k a ɾ o	None	82		['k', 'a', '(', '-', ')', 'ɾ', 'o', '(', '-', ')']	132
2577	Sharanawa	firewood	kaɾon	kaɾon	k a ɾ o n	None	82		['k', 'a', '(', '-', ')', 'ɾ', 'o', '(', 'n', ')']	132
2578	Katukina	firewood	karu	karu	k a r u	None	82		['k', 'a', '(', '-', ')', 'r', 'u', '(', '-', ')']	132
2579	Amawaka	firewood	karo	karo	k a r o	II	82		['k', 'a', '(', '-', ')', 'r', 'o', '(', '-', ')']	132
2580	Kaxinawa	firewood	kadu	kadu	k a d u	None	82		['k', 'a', '(', '-', ')', 'd', 'u', '(', '-', ')']	132
2581	Marinawa	firewood	káró	káró	k á/a r ó/o	None	82		['k', 'á/a', '(', '-', ')', 'r', 'ó/o', '(', '-', ')']	132
2582	Marubo	firewood	ˈkaro	ˈkaro	k a r o	None	82		['k', 'a', '(', '-', ')', 'r', 'o', '(', '-', ')']	132
386	Korubo	fish	ipu	ipu	i p u	None	138		['-', 'i', 'p', 'u', '(', '-', ')']	133
1709	Katukina	fish	tsatsa	tsatsa	ts a ts a	None	14		['(', '-', '-', '-', '-', '-', ')', 'ts', 'a', 'ts', 'a', '(', '-', ')']	134
3021	Kaxarari	fish	m͡aiˈlɤ	m͡aiˈlɤ	m a i l ɤ	None	119		['m', 'a', '-', 'i', 'l', '(', 'ɤ', '-', '-', '-', ')']	135
7059	Proto-Panoan	fish	yapa	yapa	j a p a	None	444		['j', 'a', 'p', 'a', '(', '-', ')']	133
7060	Kakataibo	fish	apɔɔ́́	apɔɔ́́	a p ɔ́/ɔ	None	444		['-', 'a', 'p', 'ɔ́/ɔ', '(', '-', ')']	133
7061	ShipiboKonibo	fish	yapa	yapa	j a p a	None	444		['j', 'a', 'p', 'a', '(', '-', ')']	133
7062	Kapanawa	fish	yapa	yapa	j a p a	None	444		['j', 'a', 'p', 'a', '(', '-', ')']	133
7063	Marubo	fish	yapa[ˈyapaʔ]	yapa[ˈyapaʔ]	j a p a ʔ	None	444		['j', 'a', 'p', 'a', '(', 'ʔ', ')']	133
7064	Chakobo	fish	ˈyapa	ˈyapa	j a p a	None	444		['j', 'a', 'p', 'a', '(', '-', ')']	133
7065	Sharanawa	fish	yapa	yapa	j a p a	None	444		['j', 'a', 'p', 'a', '(', '-', ')']	133
7066	Sharanawa	fish	yapan	yapan	j a p a n	None	444		['j', 'a', 'p', 'a', '(', 'n', ')']	133
7067	Katukina	fish	yapa	yapa	j a p a	None	444		['j', 'a', 'p', 'a', '(', '-', ')']	133
7068	Amawaka	fish	yapa	yapa	j a p a	II	444		['j', 'a', 'p', 'a', '(', '-', ')']	133
7069	Kaxinawa	fish	yapa	yapa	j a p a	None	444		['j', 'a', 'p', 'a', '(', '-', ')']	133
7070	Marinawa	fish	yápá	yápá	j á/a p á/a	None	444		['j', 'á/a', 'p', 'á/a', '(', '-', ')']	133
