ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
6823	Katukina	igarapé	tɨnan_anipa	tɨnan_anipa	t ɨ n a n + a n i p a	None	717	t ɨ n a n ( + - a n i p a )
5222	Proto-Panoan	in front of, above the river	ɽɨβo+ki	ɽɨβo+ki	ɽ ɨ β o + k i	None	295	ɽ ɨ β o ( + ) k i ( - - - - - )
5223	Kakataibo	in front of, above the river	rɨβomi	rɨβomi	r ɨ β o m i	None	295	r ɨ β o ( - ) - - ( m i - - - )
5224	ShipiboKonibo	in front of, above the river	rɨβoki	rɨβoki	r ɨ β o k i	None	295	r ɨ β o ( - ) k i ( - - - - - )
5225	Kapanawa	in front of, above the river	rɨβoki	rɨβoki	r ɨ β o k i	None	295	r ɨ β o ( - ) k i ( - - - - - )
5226	Chaninawa	in front of, above the river	madakiri	madakiri	m a d a k i r i	None	719	m a d a ( - ) k i r i ( - - - - )
5228	Sharanawa	in front of, above the river	rɨɸokiri	rɨɸokiri	r ɨ ɸ o k i r i	None	295	r ɨ ɸ o ( - ) k i ( r i - - - )
5229	Sharanawa	in front of, above the river	rɨɸokirinin	rɨɸokirinin	r ɨ ɸ o k i r i n i n	None	295	r ɨ ɸ o ( - ) k i ( r i n i n )
5230	Sharanawa	in front of, above the river	manankiri	manankiri	m a n a n k i r i	None	722	m a n a ( n ) k i r i ( - - - - )
5231	Katukina	in front of, above the river	ɾɨˈβo_kiˈɾi	ɾɨˈβo_kiˈɾi	ɾ ɨ β o + k i ɾ i	None	295	ɾ ɨ β o ( + ) k i ( ɾ i - - - )
5232	Amawaka	in front of, above the river	rɨwoki	rɨwoki	r ɨ w o k i	II	295	r ɨ w o ( - ) k i ( - - - - - )
5233	Kaxinawa	in front of, above the river	mãnãkiri	mãnãkiri	m ã n ã k i r i	None	720	m ã n ã ( - ) k i r i ( - - - - )
5234	Marinawa	in front of, above the river	mã́nãkírí	mã́nãkírí	m !ã́/ã n ã k !í/i r !í/i	etimologia 215	721	m !ã́/ã n ã ( - ) k !í/i r !í/i ( - - - - )
2869	Proto-Panoan	ingest soft food	koko-	koko-	k o k o	None	106	k o ( - ) k o ( - - - - - - - - )
2870	Kakataibo	ingest soft food	ko-	ko-	k o	None	106	k o ( - ) - - ( - - - - - - - - )
2871	ShipiboKonibo	ingest soft food	kókoti	kókoti	k ó/o k o t i	None	106	k ó/o ( - ) k o ( t i - - - - - - )
2874	Sharanawa	ingest soft food	kokoi	kokoi	k o k o i	None	106	k o ( - ) k o ( - i - - - - - - )
2875	Sharanawa	ingest soft food	kokoa	kokoa	k o k o a	None	106	k o ( - ) k o ( - a - - - - - - )
2879	Amawaka	ingest soft food	kókokín	kókokín	k !ó/o k o k !í/i n	None	106	k !ó/o ( - ) k o ( k !í/i n - - - - - )
2880	Kaxinawa	ingest soft food	kuku-	kuku-	k u k u	None	106	k u ( - ) k u ( - - - - - - - - )
2882	Korubo	ingest soft food	kutkai	kutkai	k u t k a i	None	106	k u ( t ) k a ( - i - - - - - - )
2883	Mayoruna	ingest soft food	kuk	kuk	k u k	None	106	k u ( - ) k - ( - - - - - - - - )
1642	Proto-Panoan	insect	βõpa	βõpa	β õ p a	None	9	β õ p a
1643	Kakataibo	insect	βõpa	βõpa	β õ p a	None	9	β õ p a
1644	ShipiboKonibo	insect	bõpa	bõpa	b õ p a	None	9	b õ p a
1645	Kapanawa	insect	βompa	βompa	β o !m.p/p a	None	9	β o !m.p/p a
1646	Chakobo	insect	ˈβopa	ˈβopa	β o p a	None	9	β o p a
1647	Chakobo	insect	βopa	βopa	β o p a	None	9	β o p a
1648	Amawaka	insect	wõpá_I	wõpá_I	w õ p á/a	None	9	w õ p á/a
1649	Marinawa	insect	ɸopa	ɸopa	ɸ o p a	None	9	ɸ o p a
3808	Proto-Panoan	inside, in the center	[n]apo	[n]apo	rⁿ a p o	None	184	rⁿ a p o ( - )
3809	Kakataibo	inside, in the center	napo	napo	n a p o	None	184	n a p o ( - )
3810	ShipiboKonibo	inside, in the center	napo	napo	n a p o	None	184	n a p o ( - )
3811	Kapanawa	inside, in the center	napo	napo	n a p o	None	184	n a p o ( - )
3812	Marubo	inside, in the center	ˈnaki	ˈnaki	n a k i	None	184	n a k i ( - )
3813	Yaminawa	inside, in the center	na-	na-	n a	None	647	( - - - - - - ) n a - - ( - )
3814	Yaminawa	inside, in the center	napo	napo	n a p o	None	184	n a p o ( - )
3815	Sharanawa	inside, in the center	napo	napo	n a p o	None	184	n a p o ( - )
3816	Sharanawa	inside, in the center	napon	napon	n a p o n	None	184	n a p o ( n )
3817	Poyanawa	inside, in the center	dapu	dapu	d a p u	None	184	d a p u ( - )
3818	Amawaka	inside, in the center	na-_de_naki	na-_de_naki	n a	None	810	n a
3819	Amawaka	inside, in the center	napɨɨ	napɨɨ	n a p ɨ ɨ	None	184	n a p ɨ ( ɨ )
3820	Kaxinawa	inside, in the center	napu	napu	n a p u	None	184	n a p u ( - )
3821	Mayoruna	inside, in the center	naˈpi	naˈpi	n a p i	None	184	n a p i ( - )
4895	Proto-Panoan	intestines, belly	poko	poko	p o k o	None	272	p o k o ( - )
4896	Kakataibo	intestines, belly	poko	poko	p o k o	None	272	p o k o ( - )
4897	ShipiboKonibo	intestines, belly	poko	poko	p o k o	None	272	p o k o ( - )
4898	Kapanawa	intestines, belly	poko	poko	p o k o	None	272	p o k o ( - )
4899	Marubo	intestines, belly	poko	poko	p o k o	None	272	p o k o ( - )
4900	Chakobo	intestines, belly	poko	poko	p o k o	None	272	p o k o ( - )
4901	Chaninawa	intestines, belly	poko	poko	p o k o	None	272	p o k o ( - )
4902	Sharanawa	intestines, belly	poko	poko	p o k o	None	272	p o k o ( - )
4903	Sharanawa	intestines, belly	pokon	pokon	p o k o n	None	272	p o k o ( n )
4904	Shanenawa	intestines, belly	puku	puku	p u k u	None	272	p u k u ( - )
4905	Katukina	intestines, belly	puku	puku	p u k u	None	272	p u k u ( - )
4906	Amawaka	intestines, belly	poko	poko	p o k o	II	272	p o k o ( - )
4907	Kaxinawa	intestines, belly	puku	puku	p u k u	None	272	p u k u ( - )
4908	Marinawa	intestines, belly	pókó	pókó	p ó/o k ó/o	None	272	p ó/o k ó/o ( - )
4909	Yawanawa	intestines, belly	puku	puku	p u k u	None	272	p u k u ( - )
4911	Mayoruna	intestines, belly	puku	puku	p u k u	None	272	p u k u ( - )
84	Proto-Panoan	intransitive suffix of concordance	-ʔaʂ	-ʔaʂ	ʔ a ʂ	None	473	ʔ a ʂ ( - )
85	Kakataibo	intransitive suffix of concordance	-aʂ	-aʂ	a ʂ	None	473	- a ʂ ( - )
86	ShipiboKonibo	intransitive suffix of concordance	-aʂ	-aʂ	a ʂ	None	473	- a ʂ ( - )
87	Kapanawa	intransitive suffix of concordance	-ʔaʂ	-ʔaʂ	ʔ a ʂ	None	473	ʔ a ʂ ( - )
88	Chakobo	intransitive suffix of concordance	-ʔaʂ	-ʔaʂ	ʔ a ʂ	None	473	ʔ a ʂ ( - )
89	Amawaka	intransitive suffix of concordance	ʔax	ʔax	ʔ a x	None	473	ʔ a x ( - )
90	Kaxinawa	intransitive suffix of concordance	-a	-a	a	None	473	- a - ( - )
91	Marinawa	intransitive suffix of concordance	-aʂɨ	-aʂɨ	a ʂ ɨ	None	473	- a ʂ ( ɨ )
6072	Proto-Panoan	itch, to itch	ʂoa-	ʂoa-	ʂ o a	None	362	ʂ o - a ( - - - - - )
6073	Kakataibo	itch, to itch	ʂoa-	ʂoa-	ʂ o a	None	362	ʂ o - a ( - - - - - )
6074	ShipiboKonibo	itch, to itch	ʂoa-	ʂoa-	ʂ o a	None	362	ʂ o - a ( - - - - - )
6075	Kapanawa	itch, to itch	ʂoa-	ʂoa-	ʂ o a	None	362	ʂ o - a ( - - - - - )
6076	Marubo	itch, to itch	ʃua	ʃua	ʃ u a	None	362	ʃ u - a ( - - - - - )
6077	Chakobo	itch, to itch	ʂoa	ʂoa	ʂ o a	None	362	ʂ o - a ( - - - - - )
6078	Chakobo	itch, to itch	ʂoaʂɨni	ʂoaʂɨni	ʂ o a ʂ ɨ n i	None	362	ʂ o - a ( - ʂ ɨ n i )
6079	Sharanawa	itch, to itch	ʂoai	ʂoai	ʂ o a i	None	362	ʂ o - a ( - - i - - )
6080	Sharanawa	itch, to itch	ʂoa	ʂoa	ʂ o a	None	362	ʂ o - a ( - - - - - )
6081	Shanenawa	itch, to itch	ʂua	ʂua	ʂ u a	None	362	ʂ u - a ( - - - - - )
6082	Katukina	itch, to itch	ʃua-nati	ʃua-nati	ʃ u a + n a t i	None	362	ʃ u - a ( + n a t i )
6083	Amawaka	itch, to itch	xowa-	xowa-	x o w a	II	362	x o w a ( - - - - - )
6084	Kaxinawa	itch, to itch	ʂua-	ʂua-	ʂ u a	None	362	ʂ u - a ( - - - - - )
6085	Marinawa	itch, to itch	ʂóá-	ʂóá-	ʂ ó/o á/a	None	362	ʂ ó/o - á/a ( - - - - - )
6086	Yawanawa	itch, to itch	ʂua	ʂua	ʂ u a	None	362	ʂ u - a ( - - - - - )
6087	Mayoruna	itch, to itch	ʂuan	ʂuan	ʂ u a n	None	362	ʂ u - a ( - n - - - )
5798	Proto-Panoan	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	( - - - - - ) ʂ a w ɨ ( - )
5799	Kakataibo	jabuti	ʂaɨ	ʂaɨ	ʂ a ɨ	None	341	( - - - - - ) ʂ a - ɨ ( - )
5800	ShipiboKonibo	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	( - - - - - ) ʂ a w ɨ ( - )
5801	Kapanawa	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	( - - - - - ) ʂ a w ɨ ( - )
5802	Marubo	jabuti	ʃaˈwɨ	ʃaˈwɨ	ʃ a w ɨ	None	341	( - - - - - ) ʃ a w ɨ ( - )
5803	Kaxarari	jabuti	ʃaˈwɨ	ʃaˈwɨ	ʃ a w ɨ	None	341	( - - - - - ) ʃ a w ɨ ( - )
5804	Sharanawa	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	( - - - - - ) ʂ a w ɨ ( - )
5805	Sharanawa	jabuti	ʂawɨn	ʂawɨn	ʂ a w ɨ n	None	341	( - - - - - ) ʂ a w ɨ ( n )
5806	Shanenawa	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	( - - - - - ) ʂ a w ɨ ( - )
5807	Katukina	jabuti	waka-ʂawi	waka-ʂawi	w a k a + ʂ a w i	None	341	( w a k a + ) ʂ a w i ( - )
5808	Poyanawa	jabuti	hauh	hauh	h a u.h	None	341	( - - - - - ) h a u.h - ( - )
5809	Kaxinawa	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	( - - - - - ) ʂ a w ɨ ( - )
5810	Amawaka	jabuti	xaɨ́́_I	xaɨ́́_I	x a !ɨ́/ɨ	None	341	( - - - - - ) x a - !ɨ́/ɨ ( - )
5811	Marinawa	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	( - - - - - ) ʂ a w ɨ ( - )
5812	Yawanawa	jabuti	ʂauɨ	ʂauɨ	ʂ a w ɨ	None	341	( - - - - - ) ʂ a w ɨ ( - )
5813	Matis	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	( - - - - - ) ʂ a w ɨ ( - )
5814	Mayoruna	jabuti	ʂowɨ	ʂowɨ	ʂ o w ɨ	None	341	( - - - - - ) ʂ o w ɨ ( - )
3899	Proto-Panoan	jacamim (species of bord)	[n]ɨa	[n]ɨa	rⁿ ɨ a	None	191	rⁿ ɨ a - ( - )
3900	Kakataibo	jacamim (species of bord)	nɨa	nɨa	n ɨ a	None	191	n ɨ a - ( - )
3901	ShipiboKonibo	jacamim (species of bord)	nɨa	nɨa	n ɨ a	None	191	n ɨ a - ( - )
3902	Kapanawa	jacamim (species of bord)	nɨa	nɨa	n ɨ a	None	191	n ɨ a - ( - )
3903	Marubo	jacamim (species of bord)	nɨa	nɨa	n ɨ a	None	191	n ɨ a - ( - )
3904	Chakobo	jacamim (species of bord)	ˈnɨa	ˈnɨa	n ɨ a	None	191	n ɨ a - ( - )
3905	Sharanawa	jacamim (species of bord)	nɨa	nɨa	n ɨ a	None	191	n ɨ a - ( - )
3906	Sharanawa	jacamim (species of bord)	nɨan	nɨan	n ɨ a n	None	191	n ɨ a - ( n )
3907	Katukina	jacamim (species of bord)	neˈaʔ	neˈaʔ	n e a ʔ	None	191	n e a ʔ ( - )
3908	Amawaka	jacamim (species of bord)	nɨa_I	nɨa_I	n ɨ a	None	191	n ɨ a - ( - )
3909	Kaxinawa	jacamim (species of bord)	nɨa	nɨa	n ɨ a	None	191	n ɨ a - ( - )
3910	Marinawa	jacamim (species of bord)	nɨa	nɨa	n ɨ a	None	191	n ɨ a - ( - )
3911	Yawanawa	jacamim (species of bord)	nɨˈa	nɨˈa	n ɨ a	None	191	n ɨ a - ( - )
2210	Proto-Panoan	jacu (species of bird)	kwɨβo	kwɨβo	kʷ ɨ β o	None	56	kʷ ɨ β o ( - )
2211	Kakataibo	jacu (species of bird)	kwɨβo	kwɨβo	kʷ ɨ β o	None	56	kʷ ɨ β o ( - )
2212	ShipiboKonibo	jacu (species of bird)	kɨβo	kɨβo	k ɨ β o	None	56	k ɨ β o ( - )
2213	Kapanawa	jacu (species of bird)	kɨβo	kɨβo	k ɨ β o	None	56	k ɨ β o ( - )
2214	Marubo	jacu (species of bird)	kɨvu	kɨvu	k ɨ v u	None	56	k ɨ v u ( - )
2215	Chakobo	jacu (species of bird)	kɨβo	kɨβo	k ɨ β o	None	56	k ɨ β o ( - )
2216	Kaxarari	jacu (species of bird)	kiˈwi	kiˈwi	k i w i	None	56	k i w i ( - )
2217	Sharanawa	jacu (species of bird)	kɨɸon	kɨɸon	k ɨ ɸ o n	None	56	k ɨ ɸ o ( n )
2218	Shanenawa	jacu (species of bird)	kɨhu	kɨhu	k ɨ h u	None	56	k ɨ h u ( - )
2219	Katukina	jacu (species of bird)	kɨβu	kɨβu	k ɨ β u	None	56	k ɨ β u ( - )
2220	Poyanawa	jacu (species of bird)	kɨbu	kɨbu	k ɨ b u	None	56	k ɨ b u ( - )
2221	Amawaka	jacu (species of bird)	kɨwo	kɨwo	k ɨ w o	II	56	k ɨ w o ( - )
2222	Kaxinawa	jacu (species of bird)	kɨbu	kɨbu	k ɨ b u	None	56	k ɨ b u ( - )
2223	Marinawa	jacu (species of bird)	kɨ́ɸó	kɨ́ɸó	k !ɨ́/ɨ ɸ !ó/o	None	56	k !ɨ́/ɨ ɸ !ó/o ( - )
2224	Yawanawa	jacu (species of bird)	kɨhu	kɨhu	k ɨ h u	None	56	k ɨ h u ( - )
2225	Korubo	jacu (species of bird)	kwɨβu	kwɨβu	kʷ ɨ β u	None	56	kʷ ɨ β u ( - )
2226	Matis	jacu (species of bird)	kuɨbu	kuɨbu	kʷ ɨ b u	None	56	kʷ ɨ b u ( - )
2227	Mayoruna	jacu (species of bird)	kwɨˈbu	kwɨˈbu	kʷ ɨ b u	None	56	kʷ ɨ b u ( - )
408	Proto-Panoan	japu (bird of fam. Icteridae)	ʔisko	ʔisko	ʔ i s k o	None	160	ʔ i s k o
409	Kakataibo	japu (bird of fam. Icteridae)	ʔisko	ʔisko	ʔ i s k o	None	160	ʔ i s k o
410	ShipiboKonibo	japu (bird of fam. Icteridae)	ʔisko	ʔisko	ʔ i s k o	None	160	ʔ i s k o
411	Kapanawa	japu (bird of fam. Icteridae)	ʔisko	ʔisko	ʔ i s k o	None	160	ʔ i s k o
412	Marubo	japu (bird of fam. Icteridae)	isko	isko	i s k o	None	160	- i s k o
413	Chakobo	japu (bird of fam. Icteridae)	ʔisko	ʔisko	ʔ i s k o	None	160	ʔ i s k o
414	Katukina	japu (bird of fam. Icteridae)	isku	isku	i s k u	None	160	- i s k u
415	Amawaka	japu (bird of fam. Icteridae)	iskó_I	iskó_I	i s k ó/o	None	160	- i s k ó/o
416	Kaxinawa	japu (bird of fam. Icteridae)	isku	isku	i s k u	None	160	- i s k u
417	Marinawa	japu (bird of fam. Icteridae)	isko	isko	i s k o	None	160	- i s k o
418	Yawanawa	japu (bird of fam. Icteridae)	isku	isku	i s k u	None	160	- i s k u
419	Mayoruna	japu (bird of fam. Icteridae)	isku	isku	i s k u	None	160	- i s k u
2817	Proto-Panoan	jaw	talvez_kowi	talvez_kowi	k o w i	author unsure about reconstruction	99	k o w i ( - - - - - - )
2818	Kakataibo	jaw	kuɨbí	kuɨbí	k u ɨ b !í/i	None	99	k u - ɨ ( b - !í/i - - - )
2820	Kakataibo	jaw	kwɨ-	kwɨ-	kʷ ɨ	None	812	kʷ - - ɨ ( - - - - - - )
2821	ShipiboKonibo	jaw	koi	koi	k o i	None	99	k o - i ( - - - - - - )
2822	Marubo	jaw	kui	kui	k u i	None	99	k u - i ( - - - - - - )
2823	Kapanawa	jaw	koi_ʂao	koi_ʂao	k o i + ʂ a o	None	99	k o - i ( + ʂ a o - - )
2824	Kaxarari	jaw	kɨniˈma	kɨniˈma	k ɨ n i m a	None	99	k - - ɨ ( - n i m a - )
2825	Sharanawa	jaw	kowiʂao	kowiʂao	k o w i ʂ a o	None	99	k o w i ( ʂ a o - - - )
2826	Sharanawa	jaw	kowiʂaon	kowiʂaon	k o w i ʂ a o n	None	99	k o w i ( ʂ a o n - - )
2827	Shanenawa	jaw	ku	ku	k u	None	99	k u - - ( - - - - - - )
2828	Katukina	jaw	kui	kui	k u i	None	99	k u - i ( - - - - - - )
2829	Poyanawa	jaw	kui	kui	k u i	None	99	k u - i ( - - - - - - )
2830	Amawaka	jaw	kowii_I	kowii_I	k o w i i	None	99	k o w i ( - - i - - - )
2831	Kaxinawa	jaw	kui	kui	k u i	None	99	k u - i ( - - - - - - )
2832	Marinawa	jaw	kó	kó	k ó/o	ti	99	k ó/o - - ( - - - - - - )
2833	Korubo	jaw	kwiʃa	kwiʃa	kʷ i ʃ a	None	99	kʷ - - i ( ʃ - a - - - )
2834	Korubo	jaw	kwitonko	kwitonko	kʷ i t o n k o	None	99	kʷ - - i ( - t o n k o )
2835	Matis	jaw	kuitonko	kuitonko	k u i t o n k o	None	99	k u - i ( - t o n k o )
298	Proto-Panoan	keep holding in arms	ʔikoʔiko-	ʔikoʔiko-	ʔ i k o ʔ i k o	None	101	ʔ i k o ʔ i k o
299	Kakataibo	keep holding in arms	ʔikoiko-	ʔikoiko-	ʔ i k o i k o	None	101	ʔ i k o - i k o
300	ShipiboKonibo	keep holding in arms	ʔikoʔiko-	ʔikoʔiko-	ʔ i k o ʔ i k o	None	101	ʔ i k o ʔ i k o
301	Kapanawa	keep holding in arms	ʔikoiko-	ʔikoiko-	ʔ i k o i k o	None	101	ʔ i k o - i k o
302	Chakobo	keep holding in arms	ʔikoʔiko-	ʔikoʔiko-	ʔ i k o ʔ i k o	None	101	ʔ i k o ʔ i k o
303	Kaxinawa	keep holding in arms	ikuiku-	ikuiku-	i k u i k u	None	101	- i k u - i k u
1789	Proto-Panoan	knead, hit, strike	tʂaka-	tʂaka-	ʈʂ a k a	None	22	ʈʂ a k a ( - - - - )
1790	Kakataibo	knead, hit, strike	tʃaka-	tʃaka-	tʃ a k a	None	22	tʃ a k a ( - - - - )
1791	ShipiboKonibo	knead, hit, strike	tʃaka-	tʃaka-	tʃ a k a	None	22	tʃ a k a ( - - - - )
1792	Kapanawa	knead, hit, strike	tʃaka-	tʃaka-	tʃ a k a	None	22	tʃ a k a ( - - - - )
1793	Chakobo	knead, hit, strike	tʃaka-	tʃaka-	tʃ a k a	None	22	tʃ a k a ( - - - - )
1794	Katukina	knead, hit, strike	tʃaka-ki	tʃaka-ki	tʃ a k a + k i	None	22	tʃ a k a ( + k i - )
1795	Amawaka	knead, hit, strike	tʃaka-	tʃaka-	tʃ a k a	None	22	tʃ a k a ( - - - - )
1796	Kaxinawa	knead, hit, strike	tʃaka-	tʃaka-	tʃ a k a	None	22	tʃ a k a ( - - - - )
1797	Matis	knead, hit, strike	tʂoka-_kin	tʂoka-_kin	ʈʂ o k a + k i n	None	22	ʈʂ o k a ( + k i n )
1798	Mayoruna	knead, hit, strike	ˈtʂok.ka	ˈtʂok.ka	tʂ o k a	None	22	tʂ o k a ( - - - - )
5165	Proto-Panoan	knee	ɽa[n]toko-	ɽa[n]toko-	ɽ a rⁿ t o k o	None	291	ɽ a rⁿ ( - - - - ) t o - k o ( - - - )
5166	Kakataibo	knee	rãtũ-ti	rãtũ-ti	r ã t ũ + t i	None	291	r ã - ( - - - - ) t ũ - - - ( + t i )
5167	ShipiboKonibo	knee	rãtõko	rãtõko	r ã t õ k o	None	291	r ã - ( - - - - ) t õ - k o ( - - - )
5169	ShipiboKonibo	knee	taʔɨ	taʔɨ	t a ʔ ɨ	,  etimologia 436	723	t a - ( - ) - - ʔ ɨ ( - ) - - ( - - - )
5170	Kapanawa	knee	ranton	ranton	r a n t o n	None	291	r a n ( - - - - ) t o n - - ( - - - )
5171	Chakobo	knee	rapotó	rapotó	r a p o t ó/o	None	522	r a - ( - - p o ) t ó/o ( - ) - - ( - - - )
5173	Kaxarari	knee	tʃɐ̃buˈɾu	tʃɐ̃buˈɾu	tʃ ɐ̃ b u ɾ u	None	291	tʃ ɐ̃ - ( - - b u ) ɾ u - - - ( - - - )
5174	Chaninawa	knee	ratoko	ratoko	r a t o k o	None	291	r a - ( - - - - ) t o - k o ( - - - )
5175	Sharanawa	knee	ratoko	ratoko	r a t o k o	None	291	r a - ( - - - - ) t o - k o ( - - - )
5176	Sharanawa	knee	ratokonɨn	ratokonɨn	r a t o k o n ɨ n	None	291	r a - ( - - - - ) t o - k o ( n ɨ n )
5177	Shanenawa	knee	ɾatunku	ɾatunku	ɾ a t u n k u	None	291	ɾ a - ( - - - - ) t u n k u ( - - - )
5178	Poyanawa	knee	rãtuhku	rãtuhku	r ã t u h k u	None	291	r ã - ( - - - - ) t u h k u ( - - - )
5179	Amawaka	knee	rãtõko	rãtõko	r ã t õ k o	II	291	r ã - ( - - - - ) t õ - k o ( - - - )
5180	Kaxinawa	knee	dãtuku	dãtuku	d ã t u k u	None	291	d ã - ( - - - - ) t u - k u ( - - - )
5181	Marinawa	knee	rátoko	rátoko	r á/a t o k o	None	291	r á/a - ( - - - - ) t o - k o ( - - - )
5182	Yawanawa	knee	ɾatunku	ɾatunku	ɾ a t u n k u	None	291	ɾ a - ( - - - - ) t u n k u ( - - - )
5183	Korubo	knee	ɬanɨʃ	ɬanɨʃ	ɬ a n ɨ ʃ	None	291	ɬ a n ( ɨ ʃ - - ) - - - - - ( - - - )
5184	Matis	knee	danbɨdu	danbɨdu	d a n b ɨ d u	None	291	d a n ( - - b ɨ ) d u - - - ( - - - )
5185	Mayoruna	knee	dannɨʂ	dannɨʂ	d a n.n ɨ ʂ	None	291	d a n.n ( ɨ ʂ - - ) - - - - - ( - - - )
6299	Mayoruna	knee	taɨ	taɨ	t a ɨ	None	377	t a - ɨ ( - )
5102	Proto-Panoan	kneecap, knee	ɽãβoʂo[ko]	ɽãβoʂo[ko]	ɽ ã β o ʂ o k o	None	286	ɽ ã β o ʂ o k o
5103	Kakataibo	kneecap, knee	rãβoʂo	rãβoʂo	r ã β o ʂ o	None	286	r ã β o ʂ o - -
5104	ShipiboKonibo	kneecap, knee	rãβoʂo	rãβoʂo	r ã β o ʂ o	None	286	r ã β o ʂ o - -
5105	Kapanawa	kneecap, knee	raβoʂo	raβoʂo	r a β o ʂ o	None	286	r a β o ʂ o - -
5106	Marubo	kneecap, knee	ˈravuʃɨ	ˈravuʃɨ	r a v u ʃ ɨ	None	286	r a v u ʃ ɨ - -
5107	Kaxarari	kneecap, knee	tʃɐ̃buˈɾu	tʃɐ̃buˈɾu	tʃ ɐ̃ b u ɾ u	None	286	tʃ ɐ̃ b u ɾ u - -
5108	Katukina	kneecap, knee	ɾaβɨˈʂoʔ	ɾaβɨˈʂoʔ	ɾ a β ɨ ʂ o ʔ	None	286	ɾ a β ɨ ʂ o ʔ -
5109	Amawaka	kneecap, knee	rawoxko	rawoxko	r a w o x k o	II	286	r a w o x - k o
225	Proto-Panoan	lake	ʔian	ʔian	ʔ i a n	None	46	ʔ i - a n ( - - )
226	Kakataibo	lake	ʔiã́	ʔiã́	ʔ i ã́/ã	None	46	ʔ i - ã́/ã - ( - - )
227	ShipiboKonibo	lake	ʔiã́	ʔiã́	ʔ i ã́/ã	None	46	ʔ i - ã́/ã - ( - - )
228	Kapanawa	lake	ʔián	ʔián	ʔ i á/a n	None	46	ʔ i - á/a n ( - - )
229	Marubo	lake	ˈĩˈɐ̃	ˈĩˈɐ̃	ĩ ɐ̃	None	46	- ĩ - ɐ̃ - ( - - )
230	Marubo	lake	iã	iã	i ã	None	46	- i - ã - ( - - )
231	Chakobo	lake	iá	iá	i á/a	None	46	- i - á/a - ( - - )
232	Kaxarari	lake	iaˈnɨ	iaˈnɨ	i a n ɨ	None	46	- i - a - ( n ɨ )
233	Yaminawa	lake	iã	iã	i ã	None	46	- i - ã - ( - - )
234	Yaminawa	lake	iamã	iamã	i a m ã	None	46	- i - a - ( m ã )
235	Sharanawa	lake	ian	ian	i a n	None	46	- i - a n ( - - )
236	Shanenawa	lake	yan	yan	j a n	None	46	- - j a n ( - - )
237	Katukina	lake	ian	ian	i a n	None	46	- i - a n ( - - )
238	Amawaka	lake	ʔí̃yan	ʔí̃yan	ʔ í̃/ĩ j a n	<hínyan>, HYDE, 1980	46	ʔ í̃/ĩ j a n ( - - )
239	Amawaka	lake	ĩyã_I	ĩyã_I	ĩ j ã	None	46	- ĩ j ã - ( - - )
240	Kaxinawa	lake	ĩã	ĩã	ĩ ã	None	46	- ĩ - ã - ( - - )
241	Marinawa	lake	ĩã	ĩã	ĩ ã	None	46	- ĩ - ã - ( - - )
242	Yawanawa	lake	ian	ian	i a n	None	46	- i - a n ( - - )
243	Korubo	lake	tʃan	tʃan	tʃ a n	None	46	- - tʃ a n ( - - )
244	Matis	lake	tʃan	tʃan	tʃ a n	None	46	- - tʃ a n ( - - )
245	Mayoruna	lake	tʃiˈna	tʃiˈna	tʃ i n a	None	46	- - tʃ i - ( n a )
2481	Proto-Panoan	lightning	karak	karak	k a r a k	None	76	k a r a ( - ) k - ( - - - - - )
2482	Kakataibo	lightning	kaná	kaná	k a n á/a	None	76	k a n á/a ( - ) - - ( - - - - - )
2483	ShipiboKonibo	lightning	kaná	kaná	k a n á/a	None	76	k a n á/a ( - ) - - ( - - - - - )
2484	Kapanawa	lightning	kaná	kaná	k a n á/a	None	76	k a n á/a ( - ) - - ( - - - - - )
2485	Marubo	lightning	kaˈna	kaˈna	k a n a	None	76	k a n a ( - ) - - ( - - - - - )
2486	Chakobo	lightning	kanápa	kanápa	k a n á/a p a	None	76	k a n á/a ( - ) p a ( - - - - - )
2487	Kaxarari	lightning	ˈkalaka	ˈkalaka	k a l a k a	PICKERING,  s.d.	76	k a l a ( - ) k a ( - - - - - )
2488	Yaminawa	lightning	kana_pɨu	kana_pɨu	k a n a + p ɨ u	None	76	k a n a ( + ) p - ( ɨ u - - - )
2489	Sharanawa	lightning	kana	kana	k a n a	None	76	k a n a ( - ) - - ( - - - - - )
2490	Sharanawa	lightning	kanapan	kanapan	k a n a p a n	None	76	k a n a ( - ) p a ( n - - - - )
2491	Katukina	lightning	kana	kana	k a n a	None	76	k a n a ( - ) - - ( - - - - - )
2492	Amawaka	lightning	kanáa_I	kanáa_I	k a n á/a a	None	76	k a n á/a ( - ) - a ( - - - - - )
2493	Kaxinawa	lightning	kana	kana	k a n a	None	76	k a n a ( - ) - - ( - - - - - )
