ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
4246	Marubo	to fly	ˈnuya	ˈnuya	n u j a	None	221	n u j a ( - )
4247	Chakobo	to fly	noya-	noya-	n o j a	None	221	n o j a ( - )
4248	Yaminawa	to fly	yoya	yoya	j o j a	None	221	j o j a ( - )
4249	Sharanawa	to fly	noyai	noyai	n o j a i	None	221	n o j a ( i )
4250	Sharanawa	to fly	noyaa	noyaa	n o j a a	None	221	n o j a ( a )
4251	Shanenawa	to fly	nuya	nuya	n u j a	None	221	n u j a ( - )
4252	Kaxinawa	to fly	nuya-	nuya-	n u j a	None	221	n u j a ( - )
4253	Marinawa	to fly	noya-	noya-	n o j a	None	221	n o j a ( - )
4254	Yawanawa	to fly	nuia	nuia	n u i a	None	221	n u i a ( - )
1184	Proto-Panoan	to forget, to lose	βɨʔ[n]oCc-	βɨʔ[n]oCc-	β ɨ ʔ rⁿ o tʳ	None	487	β ɨ ʔ ( - ) rⁿ ( - ) o tʳ ( - - - - )
1185	ShipiboKonibo	to forget, to lose	βɨno-	βɨno-	β ɨ n o	None	487	β ɨ - ( - ) n ( - ) o - ( - - - - )
1186	Kapanawa	to forget, to lose	βɨʔno-	βɨʔno-	β ɨ ʔ n o	None	487	β ɨ ʔ ( - ) n ( - ) o - ( - - - - )
1187	Marubo	to forget, to lose	vɨno	vɨno	v ɨ n o	(cf. venomta,  venomtaina) (CESARINO, 2008	487	v ɨ - ( - ) n ( - ) o - ( - - - - )
1188	Chakobo	to forget, to lose	βɨno-	βɨno-	β ɨ n o	None	487	β ɨ - ( - ) n ( - ) o - ( - - - - )
1189	Yaminawa	to forget, to lose	ɸɨno	ɸɨno	ɸ ɨ n o	None	487	ɸ ɨ - ( - ) n ( - ) o - ( - - - - )
1190	Sharanawa	to forget, to lose	ɸɨnoi	ɸɨnoi	ɸ ɨ n o i	None	487	ɸ ɨ - ( - ) n ( - ) o - ( i - - - )
1191	Sharanawa	to forget, to lose	ɸɨnoa	ɸɨnoa	ɸ ɨ n o a	None	487	ɸ ɨ - ( - ) n ( - ) o - ( a - - - )
1192	Katukina	to forget, to lose	βinu-βai	βinu-βai	β i n u + β a i	None	487	β i - ( - ) n ( - ) u - ( + β a i )
1193	Shanenawa	to forget, to lose	fɨnu	fɨnu	f ɨ n u	None	487	f ɨ - ( - ) n ( - ) u - ( - - - - )
1194	Amawaka	to forget, to lose	wɨno-	wɨno-	w ɨ n o	None	487	w ɨ - ( - ) n ( - ) o - ( - - - - )
1195	Kaxinawa	to forget, to lose	bɨnu-	bɨnu-	b ɨ n u	None	487	b ɨ - ( - ) n ( - ) u - ( - - - - )
1196	Marinawa	to forget, to lose	ɸɨ́no	ɸɨ́no	ɸ !ɨ́/ɨ n o	None	487	ɸ !ɨ́/ɨ - ( - ) n ( - ) o - ( - - - - )
1197	Yawanawa	to forget, to lose	βɨnu	βɨnu	β ɨ n u	None	487	β ɨ - ( - ) n ( - ) u - ( - - - - )
1198	Korubo	to forget, to lose	bɨnut	bɨnut	b ɨ n u t	None	487	b ɨ - ( - ) n ( - ) u t ( - - - - )
1199	Matis	to forget, to lose	bɨnud-	bɨnud-	b ɨ n u d	None	487	b ɨ - ( - ) n ( - ) u d ( - - - - )
3226	Sharanawa	to forget, to lose	ɸɨnoa	ɸɨnoa	ɸ ɨ n o a	None	487	ɸ ɨ - ( - ) n ( - ) o - ( a - - - )
3227	Shanenawa	to forget, to lose	ɸɨnu	ɸɨnu	ɸ ɨ n u	None	791	ɸ ɨ - ( - ) n ( - ) u - ( - - - - )
3228	Katukina	to forget, to lose	βinu-βai’	βinu-βai’	β i n u + β a i	None	788	β i - ( - ) n ( - ) u - ( + β a i )
3229	Amawaka	to forget, to lose	wɨń_oʔí	wɨń_oʔí	w !ɨ́/ɨ n + o ʔ !í/i	None	786	w !ɨ́/ɨ - ( - ) n ( + ) o - ( ʔ !í/i - - )
3230	Amawaka	to forget, to lose	wɨń_okín	wɨń_okín	w !ɨ́/ɨ n + o k !í/i n	None	787	w !ɨ́/ɨ - ( - ) n ( + ) o - ( k !í/i n - )
3232	Yawanawa	to forget, to lose	βɨnu	βɨnu	β ɨ n u	None	792	β ɨ - ( - ) n ( - ) u - ( - - - - )
3234	Matis	to forget, to lose	bɨnud	bɨnud	b ɨ n u d	None	789	b ɨ - ( - ) n ( - ) u d ( - - - - )
3235	Mayoruna	to forget, to lose	bɨdˈnu	bɨdˈnu	b ɨ d n u	None	790	b ɨ - ( d ) n ( - ) u - ( - - - - )
4075	Proto-Panoan	to get bored	[n]iʃ-	[n]iʃ-	rⁿ i ʃ	None	206	rⁿ i - ʃ ( - - - )
4076	Kakataibo	to get bored	niʃ-	niʃ-	n i ʃ	None	206	n i - ʃ ( - - - )
4077	Sharanawa	to get bored	niʂmai	niʂmai	n i ʂ m a i	None	206	n i - ʂ ( m a i )
4078	Sharanawa	to get bored	niʂmaa	niʂmaa	n i ʂ m a a	None	206	n i - ʂ ( m a a )
4079	Amawaka	to get bored	niʃmaa-	niʃmaa-	n i ʃ m a a	II	206	n i - ʃ ( m a a )
4080	Mayoruna	to get bored	ˈnɨyʃ	ˈnɨyʃ	n ɨ j ʃ	None	206	n ɨ j ʃ ( - - - )
5501	Marinawa	to get bored	sína-	sína-	s !í/i n a	None	316	s !í/i n a - ( - - - - )
4448	Proto-Panoan	to get drunk, drunk	paʔɨn-	paʔɨn-	p a ʔ ɨ n	None	236	p a ʔ ɨ ( - ) n ( - - - - - - - )
4449	Kakataibo	to get drunk, drunk	paɨ	paɨ	p a ɨ	None	236	p a - ɨ ( - ) - ( - - - - - - - )
4450	ShipiboKonibo	to get drunk, drunk	paɨ-	paɨ-	p a ɨ	None	236	p a - ɨ ( - ) - ( - - - - - - - )
4451	Kapanawa	to get drunk, drunk	paʔɨn-	paʔɨn-	p a ʔ ɨ n	None	236	p a ʔ ɨ ( - ) n ( - - - - - - - )
4452	Marubo	to get drunk, drunk	paɨ	paɨ	p a ɨ	None	236	p a - ɨ ( - ) - ( - - - - - - - )
4453	Chakobo	to get drunk, drunk	paʔɨ-	paʔɨ-	p a ʔ ɨ	None	236	p a ʔ ɨ ( - ) - ( - - - - - - - )
4454	Yaminawa	to get drunk, drunk	paɨ	paɨ	p a ɨ	None	236	p a - ɨ ( - ) - ( - - - - - - - )
4455	Sharanawa	to get drunk, drunk	paɨ	paɨ	p a ɨ	None	236	p a - ɨ ( - ) - ( - - - - - - - )
4456	Sharanawa	to get drunk, drunk	paɨn	paɨn	p a ɨ n	None	236	p a - ɨ ( - ) n ( - - - - - - - )
4457	Sharanawa	to get drunk, drunk	paɨan	paɨan	p a ɨ a n	None	236	p a - ɨ ( a ) n ( - - - - - - - )
4458	Katukina	to get drunk, drunk	pain-ki	pain-ki	p a i n + k i	None	236	p a - i ( - ) n ( + - - k i - - )
4459	Amawaka	to get drunk, drunk	pãʔɨ-	pãʔɨ-	p ã ʔ ɨ	II	236	p ã ʔ ɨ ( - ) - ( - - - - - - - )
4460	Kaxinawa	to get drunk, drunk	paɨ-inkiki	paɨ-inkiki	p a ɨ + i n k i k i	None	236	p a - ɨ ( - ) - ( + i n k i k i )
4461	Kaxinawa	to get drunk, drunk	paɨ̃	paɨ̃	p a ɨ̃	None	793	p a - ɨ̃ ( - ) - ( - - - - - - - )
4462	Kaxinawa	to get drunk, drunk	paɨ	paɨ	p a ɨ	None	236	p a - ɨ ( - ) - ( - - - - - - - )
4463	Kaxinawa	to get drunk, drunk	pãi-	pãi-	p ã i	None	236	p ã - i ( - ) - ( - - - - - - - )
4464	Marinawa	to get drunk, drunk	pãɨ-	pãɨ-	p ã ɨ	None	236	p ã - ɨ ( - ) - ( - - - - - - - )
4465	Mayoruna	to get drunk, drunk	paˈɨ	paˈɨ	p a ɨ	None	236	p a - ɨ ( - ) - ( - - - - - - - )
335	Proto-Panoan	to give	ʔinar-	ʔinar-	ʔ i n a r	None	115	ʔ i n a r ( - - - - )
336	Kakataibo	to give	ʔinã́-	ʔinã́-	ʔ i n ã́/ã	None	115	ʔ i n ã́/ã - ( - - - - )
337	ShipiboKonibo	to give	ʔinã-	ʔinã-	ʔ i n ã	None	115	ʔ i n ã - ( - - - - )
338	Kapanawa	to give	ʔinán	ʔinán	ʔ i n á/a n	None	115	ʔ i n á/a n ( - - - - )
339	Marubo	to give	ĩnã-	ĩnã-	ĩ n ã	None	115	- ĩ n ã - ( - - - - )
340	Chakobo	to give	ʔinia-	ʔinia-	ʔ i n ia	None	115	ʔ i n ia - ( - - - - )
341	Chakobo	to give	ʔina-	ʔina-	ʔ i n a	None	115	ʔ i n a - ( - - - - )
342	Kaxarari	to give	yali	yali	j a l i	None	115	j a l i - ( - - - - )
343	Yaminawa	to give	inã-	inã-	i n ã	None	115	- i n ã - ( - - - - )
344	Chaninawa	to give	inai	inai	i n ai	None	115	- i n ai - ( - - - - )
345	Sharanawa	to give	inain	inain	i n ai n	None	115	- i n ai n ( - - - - )
346	Sharanawa	to give	inaan	inaan	i n a n	None	115	- i n a n ( - - - - )
347	Shanenawa	to give	inan	inan	i n a n	None	115	- i n a n ( - - - - )
348	Katukina	to give	inna-ai	inna-ai	i n a + a i	None	115	- i n a - ( + a i - )
349	Katukina	to give	iai	iai	i a i	None	579	- i - ( - ) a ( - ) - ( i - - - - )
350	Amawaka	to give	inã-	inã-	i n ã	None	115	- i n ã - ( - - - - )
351	Amawaka	to give	ʔinan-kín	ʔinan-kín	ʔ i n a n + k !í/i n	None	115	ʔ i n a n ( + k !í/i n )
352	Kaxinawa	to give	inã-	inã-	i n ã	None	115	- i n ã - ( - - - - )
353	Marinawa	to give	ínã-	ínã-	!í/i n ã	None	115	- !í/i n ã - ( - - - - )
354	Korubo	to give	mene-	mene-	m e n e	None	662	m e n ( - ) e ( - ) - ( - - - - - )
355	Matis	to give	mene-kin	mene-kin	m e n e + k i n	None	794	m e n ( - ) e ( - ) - ( - + k i n )
356	Mayoruna	to give	mene	mene	m e n e	None	795	m e n ( - ) e ( - ) - ( - - - - - )
304	Proto-Panoan	to go up	ʔira-	ʔira-	ʔ i r a	None	102	( - - ) ʔ i r a ( - - - - - )
305	ShipiboKonibo	to go up	-ina-	-ina-	i n a	None	102	( - - ) - i n a ( - - - - - )
306	Kapanawa	to go up	ʔina-	ʔina-	ʔ i n a	None	102	( - - ) ʔ i n a ( - - - - - )
307	Marubo	to go up	-iná-	-iná-	i n á/a	None	102	( - - ) - i n á/a ( - - - - - )
308	Chakobo	to go up	ʔina-	ʔina-	ʔ i n a	None	102	( - - ) ʔ i n a ( - - - - - )
309	Kaxarari	to go up	iˈlahi	iˈlahi	i l a h i	None	102	( - - ) - i l a ( - - h i - )
310	Yaminawa	to go up	ina-	ina-	i n a	None	102	( - - ) - i n a ( - - - - - )
311	Chaninawa	to go up	ida-	ida-	i d a	None	102	( - - ) - i d a ( - - - - - )
312	Sharanawa	to go up	inai	inai	i n a i	None	102	( - - ) - i n a ( i - - - - )
313	Sharanawa	to go up	inaa	inaa	i n a a	None	102	( - - ) - i n a ( a - - - - )
314	Katukina	to go up	pain-ai	pain-ai	p a i n + a i	None	578	( p a ) - i n - ( - + a i - )
315	Amawaka	to go up	ʔínaa-ʔí	ʔínaa-ʔí	ʔ !í/i n a a + ʔ !í/i	None	102	( - - ) ʔ !í/i n a ( a + ʔ !í/i - )
316	Amawaka	to go up	inaa-	inaa-	i n a a	II	102	( - - ) - i n a ( a - - - - )
317	Kaxinawa	to go up	ina-	ina-	i n a	None	102	( - - ) - i n a ( - - - - - )
318	Marinawa	to go up	ínai	ínai	!í/i n a i	None	102	( - - ) - !í/i n a ( i - - - - )
319	Yawanawa	to go up	ina	ina	i n a	None	102	( - - ) - i n a ( - - - - - )
320	Matis	to go up	indo-kin	indo-kin	i n.d o + k i n	None	102	( - - ) - i n.d o ( - + k i n )
321	Mayoruna	to go up	in	in	i n	None	102	( - - ) - i n - ( - - - - - )
3238	ShipiboKonibo	to go up	mapɨ́	mapɨ́	m a p ɨ́	None	136	m a p ɨ́ ( - - - - )
3242	Yaminawa	to go up	mapɨ̃	mapɨ̃	m a p ɨ̃	None	136	m a p ɨ̃ ( - - - - )
5261	Proto-Panoan	to grind	ɽɨnɨ-	ɽɨnɨ-	ɽ ɨ n ɨ	None	297	ɽ ɨ n ɨ ( - )
5262	Kakataibo	to grind	rɨ-	rɨ-	r ɨ	None	297	r ɨ - - ( - )
5263	ShipiboKonibo	to grind	rɨnɨ-	rɨnɨ-	r ɨ n ɨ	None	297	r ɨ n ɨ ( - )
5264	Kapanawa	to grind	rɨnɨ-	rɨnɨ-	r ɨ n ɨ	None	297	r ɨ n ɨ ( - )
5265	Sharanawa	to grind	rɨnɨi	rɨnɨi	r ɨ n ɨ i	None	297	r ɨ n ɨ ( i )
5266	Sharanawa	to grind	rɨnɨa	rɨnɨa	r ɨ n ɨ a	None	297	r ɨ n ɨ ( a )
5267	Amawaka	to grind	rɨnɨ-_I	rɨnɨ-_I	r ɨ n ɨ	None	297	r ɨ n ɨ ( - )
5268	Kaxinawa	to grind	dɨnɨ-	dɨnɨ-	d ɨ n ɨ	None	297	d ɨ n ɨ ( - )
5269	Marinawa	to grind	rɨ́ń_ɨ́́-	rɨ́ń_ɨ́́-	r !ɨ́/ɨ n !ɨ́/ɨ	None	297	r !ɨ́/ɨ n !ɨ́/ɨ ( - )
7263	Proto-Panoan	to grow	yo[o]si	yo[o]si	j o o s i	None	462	j o o s i ( - - - - - )
7264	Kakataibo	to grow	usi	usi	u s i	None	462	- u - s i ( - - - - - )
7265	ShipiboKonibo	to grow	yosi	yosi	j o s i	None	462	j o - s i ( - - - - - )
7267	Marubo	to grow	yosi	yosi	j o s i	None	462	j o - s i ( - - - - - )
7268	Kaxarari	to grow	josiˈhi	josiˈhi	j o s i h i	None	462	j o - s i ( h i - - - )
7269	Sharanawa	to grow	yosi	yosi	j o s i	None	462	j o - s i ( - - - - - )
7270	Sharanawa	to grow	yosia	yosia	j o s i a	None	462	j o - s i ( - a - - - )
7271	Katukina	to grow	yusi-ai	yusi-ai	j u s i + a i	None	462	j u - s i ( - - + a i )
7272	Kaxinawa	to grow	yusi-	yusi-	j u s i	None	462	j u - s i ( - - - - - )
7273	Marinawa	to grow	yóosí	yóosí	j !ó/o o s !í/i	None	462	j !ó/o o s !í/i ( - - - - - )
7275	Mayoruna	to grow	tsusio	tsusio	ts u s i o	None	462	ts u - s i ( - o - - - )
7168	Proto-Panoan	to have fever, to heat up (reflexive)	yo[n]a-	yo[n]a-	j o rⁿ a	None	453	j o rⁿ a ( - - - - )
7169	Kakataibo	to have fever, to heat up (reflexive)	ñonɔ́́ɔ-	ñonɔ́́ɔ-	ɲ o n ɔ́/ɔ ɔ	(= ñona- + -ɔ- <<hacer>>	453	ɲ o n ɔ́/ɔ ( - - ɔ - )
7170	ShipiboKonibo	to have fever, to heat up (reflexive)	yoná	yoná	j o n á/a	None	453	j o n á/a ( - - - - )
7171	ShipiboKonibo	to have fever, to heat up (reflexive)	yonákan	yonákan	j o n á/a k a n	None	453	j o n á/a ( - k a n )
7172	Kapanawa	to have fever, to heat up (reflexive)	yona-ti	yona-ti	j o n a + t i	None	453	j o n a ( + t i - )
7173	Marubo	to have fever, to heat up (reflexive)	yoná	yoná	j o n á/a	None	453	j o n á/a ( - - - - )
7175	Chaninawa	to have fever, to heat up (reflexive)	yoda-	yoda-	j o d a	None	453	j o d a ( - - - - )
7176	Sharanawa	to have fever, to heat up (reflexive)	yonai	yonai	j o n a i	None	453	j o n a ( - - i - )
7178	Katukina	to have fever, to heat up (reflexive)	yuna-tai	yuna-tai	j u n a + t a i	None	453	j u n a ( + t a i )
7179	Kaxinawa	to have fever, to heat up (reflexive)	yuna-	yuna-	j u n a	None	453	j u n a ( - - - - )
7180	Mayoruna	to have fever, to heat up (reflexive)	ˈtʃu.wa	ˈtʃu.wa	tʃ u w a	None	453	tʃ u w a ( - - - - )
2194	Proto-Panoan	to hear, to listen, to understand	kwak-	kwak-	kʷ a k	None	54	kʷ a k -
2195	Kakataibo	to hear, to listen, to understand	kwa-	kwa-	kʷ a	None	54	kʷ a - -
2196	Kakataibo	to hear, to listen, to understand	kwá-	kwá-	kʷ á/a	None	54	kʷ á/a - -
2197	Kapanawa	to hear, to listen, to understand	koanʔaʔ-kin	koanʔaʔ-kin	k o a n ʔ a ʔ + k i n	,  koanʔiʔ-kin	560	k o a ( n ) ʔ a ʔ ( + - k i n )
2198	Chakobo	to hear, to listen, to understand	kaʔɨ-	kaʔɨ-	k a ʔ ɨ	None	54	k a ʔ ɨ
2199	Kaxarari	to hear, to listen, to understand	kaˈɦi	kaˈɦi	k a ɦ i	None	54	k a ɦ i
2200	Sharanawa	to hear, to listen, to understand	koʔɨɨaki	koʔɨɨaki	k o ʔ ɨ ɨ a k i	None	561	k o - ( - ) ʔ ɨ - ( ɨ a k i - )
2201	Korubo	to hear, to listen, to understand	kwak-	kwak-	kʷ a k	None	54	kʷ a k -
2202	Matis	to hear, to listen, to understand	kuak-	kuak-	kʷ a k	None	54	kʷ a k -
4342	Proto-Panoan	to hide	hon[ɨ]-	hon[ɨ]-	h o n ɨ	None	230	h o n - ɨ ( - - - - )
4343	Kakataibo	to hide	onɨ-	onɨ-	o n ɨ	None	230	- o n - ɨ ( - - - - )
4344	ShipiboKonibo	to hide	honɨ-	honɨ-	h o n ɨ	None	230	h o n - ɨ ( - - - - )
4345	Kapanawa	to hide	honɨ-	honɨ-	h o n ɨ	None	230	h o n - ɨ ( - - - - )
4346	Chakobo	to hide	honɨ-	honɨ-	h o n ɨ	None	230	h o n - ɨ ( - - - - )
4347	Kaxarari	to hide	hona-hi	hona-hi	h o n a + h i	None	230	h o n - a ( + h i - )
4348	Sharanawa	to hide	onɨi	onɨi	o n ɨ i	None	230	- o n - ɨ ( i - - - )
4349	Sharanawa	to hide	onɨa	onɨa	o n ɨ a	None	230	- o n - ɨ ( a - - - )
4351	Katukina	to hide	huni-ti	huni-ti	h u n i + t i	None	230	h u n - i ( + t i - )
4352	Amawaka	to hide	honɨ-_I	honɨ-_I	h o n ɨ	None	230	h o n - ɨ ( - - - - )
4353	Kaxinawa	to hide	hunɨ-	hunɨ-	h u n ɨ	None	230	h u n - ɨ ( - - - - )
4354	Marinawa	to hide	ónɨ-	ónɨ-	ó/o n ɨ	None	230	- ó/o n - ɨ ( - - - - )
4355	Korubo	to hide	ompo	ompo	o m p o	None	230	- o m p o ( - - - - )
4356	Matis	to hide	onpo-kin	onpo-kin	o n p o + k i n	None	230	- o n p o ( + k i n )
4357	Mayoruna	to hide	om.ˈpo	om.ˈpo	o m p o	None	230	- o m p o ( - - - - )
3406	Proto-Panoan	to hit oneself's head	matas	matas	m a t a s	None	151	m a t a s ( - - - - - - )
3407	Kakataibo	to hit oneself's head	matás-	matás-	m a t á/a s	None	151	m a t á/a s ( - - - - - - )
3408	ShipiboKonibo	to hit oneself's head	matás-	matás-	m a t á/a s	None	151	m a t á/a s ( - - - - - - )
3409	ShipiboKonibo	to hit oneself's head	tas	tas	t a s	None	628	- - t a s ( - - - - - - )
3410	ShipiboKonibo	to hit oneself's head	tasa-	tasa-	t a s a	None	629	- - t a s ( a - - - - - )
3411	Kapanawa	to hit oneself's head	matas-kin	matas-kin	m a t a s + k i n	None	151	m a t a s ( + k i n - - )
3412	Chakobo	to hit oneself's head	mataxkin	mataxkin	m a t a x k i n	None	151	m a t a x ( - k i n - - )
3413	Yaminawa	to hit oneself's head	ma-taʂ	ma-taʂ	m a t a ʂ	None	151	m a t a ʂ ( - - - - - - )
3414	Amawaka	to hit oneself's head	matas-	matas-	m a t a s	II	151	m a t a s ( - - - - - - )
3415	Kaxinawa	to hit oneself's head	matas_ak	matas_ak	m a t a s + a k	None	151	m a t a s ( + - a - k - )
3416	Korubo	to hit oneself's head	matɨʃ-ante	matɨʃ-ante	m a t ɨ ʃ + a n t e	None	151	m a t ɨ ʃ ( + - a n t e )
3417	Mayoruna	to hit oneself's head	maˈtas	maˈtas	m a t a s	None	151	m a t a s ( - - - - - - )
6593	Proto-Panoan	to hit, to strike	tima-	tima-	t i m a	None	402	( - - ) t i m a ( - - - - )
6594	ShipiboKonibo	to hit, to strike	tima-	tima-	t i m a	None	402	( - - ) t i m a ( - - - - )
6595	ShipiboKonibo	to hit, to strike	βɨtí-	βɨtí-	β ɨ t !í/i	None	402	( β ɨ ) t !í/i - - ( - - - - )
6596	Kapanawa	to hit, to strike	tima-kin	tima-kin	t i m a + k i n	None	402	( - - ) t i m a ( + k i n )
6597	Chakobo	to hit, to strike	tima-	tima-	t i m a	None	402	( - - ) t i m a ( - - - - )
6598	Sharanawa	to hit, to strike	timai	timai	t i m a i	None	402	( - - ) t i m a ( i - - - )
6599	Sharanawa	to hit, to strike	timaa	timaa	t i m a a	None	402	( - - ) t i m a ( a - - - )
6600	Kaxinawa	to hit, to strike	tima-	tima-	t i m a	None	402	( - - ) t i m a ( - - - - )
6601	Marinawa	to hit, to strike	tímá-	tímá-	t !í/i m !á/a	None	402	( - - ) t !í/i m !á/a ( - - - - )
6602	Mayoruna	to hit, to strike	tin	tin	t i n	None	562	t i n ( - - )
6603	Mayoruna	to hit, to strike	tinka	tinka	t i n k a	None	796	t i n ( k a )
6604	Mayoruna	to hit, to strike	tinke	tinke	t i n k e	None	797	t i n ( k e )
6632	Proto-Panoan	to impregnate, to give birth	to[ʔo]-	to[ʔo]-	t o ʔ o	None	406	t o ʔ o ( - - - - - - - - )
6633	Kakataibo	to impregnate, to give birth	toa-	toa-	t o a	None	406	t o - a ( - - - - - - - - )
6634	Kakataibo	to impregnate, to give birth	toá	toá	t o á/a	None	406	t o - á/a ( - - - - - - - - )
6635	ShipiboKonibo	to impregnate, to give birth	toó-	toó-	t o ó/o	None	406	t o - ó/o ( - - - - - - - - )
6636	Kapanawa	to impregnate, to give birth	toʔo-	toʔo-	t o ʔ o	None	406	t o ʔ o ( - - - - - - - - )
6637	Marubo	to impregnate, to give birth	toya	toya	t o j a	None	406	t o - - ( j a - - - - - - )
6638	Chakobo	to impregnate, to give birth	toʔoyá	toʔoyá	t o ʔ o j á/a	None	406	t o ʔ o ( j á/a - - - - - - )
6639	Yaminawa	to impregnate, to give birth	too	too	t o o	None	406	t o - o ( - - - - - - - - )
6641	Yaminawa	to impregnate, to give birth	too_ɸakĩ	too_ɸakĩ	t o o + ɸ a k ĩ	None	406	t o - o ( - - - + ɸ a k ĩ )
6643	Sharanawa	to impregnate, to give birth	to	to	t o	None	406	t o - - ( - - - - - - - - )
6645	Amawaka	to impregnate, to give birth	toʔo-	toʔo-	t o ʔ o	II	406	t o ʔ o ( - - - - - - - - )
6646	Kaxinawa	to impregnate, to give birth	tuya-	tuya-	t u j a	None	406	t u - - ( j a - - - - - - )
6647	Marinawa	to impregnate, to give birth	tó-	tó-	t ó/o	None	406	t ó/o - - ( - - - - - - - - )
3913	Proto-Panoan	to join, to gather	[n]ɨʔa-	[n]ɨʔa-	rⁿ ɨ ʔ a	None	192	rⁿ ɨ ʔ a ( - - - - )
3914	Kakataibo	to join, to gather	nɨa-	nɨa-	n ɨ a	None	192	n ɨ - a ( - - - - )
3915	ShipiboKonibo	to join, to gather	nɨa-	nɨa-	n ɨ a	None	192	n ɨ - a ( - - - - )
3916	Chakobo	to join, to gather	nɨʔa-	nɨʔa-	n ɨ ʔ a	None	192	n ɨ ʔ a ( - - - - )
3917	Sharanawa	to join, to gather	nɨai	nɨai	n ɨ a i	None	192	n ɨ - a ( i - - - )
3918	Sharanawa	to join, to gather	nɨaa	nɨaa	n ɨ a a	None	192	n ɨ - a ( a - - - )
3919	Kaxinawa	to join, to gather	nɨa-	nɨa-	n ɨ a	None	192	n ɨ - a ( - - - - )
3920	Marinawa	to join, to gather	nɨ́́á	nɨ́́á	n !ɨ́/ɨ !á/a	None	192	n !ɨ́/ɨ - !á/a ( - - - - )
3921	Matis	to join, to gather	nɨ-kin	nɨ-kin	n ɨ + k i n	None	192	n ɨ - - ( + k i n )
5186	Proto-Panoan	to kill	ɽɨʔtɨ-	ɽɨʔtɨ-	ɽ ɨ ʔ t ɨ	None	293	ɽ ɨ ʔ t ɨ ( - )
5187	Kakataibo	to kill	rɨ-	rɨ-	r ɨ	None	293	r ɨ - - - ( - )
5188	ShipiboKonibo	to kill	rɨtɨ-	rɨtɨ-	r ɨ t ɨ	None	293	r ɨ - t ɨ ( - )
5189	Kapanawa	to kill	rɨʔtɨ-	rɨʔtɨ-	r ɨ ʔ t ɨ	None	293	r ɨ ʔ t ɨ ( - )
5190	Marubo	to kill	rɨtɨ	rɨtɨ	r ɨ t ɨ	None	293	r ɨ - t ɨ ( - )
5191	Yaminawa	to kill	rɨtɨ	rɨtɨ	r ɨ t ɨ	None	293	r ɨ - t ɨ ( - )
5192	Chaninawa	to kill	rɨtɨ-	rɨtɨ-	r ɨ t ɨ	None	293	r ɨ - t ɨ ( - )
5193	Sharanawa	to kill	rɨtɨi	rɨtɨi	r ɨ t ɨ i	None	293	r ɨ - t ɨ ( i )
5194	Sharanawa	to kill	rɨtɨa	rɨtɨa	r ɨ t ɨ a	None	293	r ɨ - t ɨ ( a )
5195	Shanenawa	to kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ	None	293	ɾ ɨ - t ɨ ( - )
5196	Katukina	to kill	rutu-	rutu-	r u t u	None	293	r u - t u ( - )
5197	Amawaka	to kill	rɨtɨ-	rɨtɨ-	r ɨ t ɨ	II	293	r ɨ - t ɨ ( - )
5198	Kaxinawa	to kill	dɨtɨ-	dɨtɨ-	d ɨ t ɨ	None	293	d ɨ - t ɨ ( - )
5199	Marinawa	to kill	rɨt́́_ɨ-	rɨt́́_ɨ-	r !ɨ́/ɨ t ɨ	None	293	r !ɨ́/ɨ - t ɨ ( - )
5200	Yawanawa	to kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ	None	293	ɾ ɨ - t ɨ ( - )
616	Proto-Panoan	to laugh	ʔosa[n]-	ʔosa[n]-	ʔ o s a rⁿ	None	303	ʔ o s ( - ) a ( - ) rⁿ
617	Kakataibo	to laugh	ʔosã́-	ʔosã́-	ʔ o s ã́/ã	None	303	ʔ o s ( - ) ã́/ã ( - ) -
618	ShipiboKonibo	to laugh	ʔosã́	ʔosã́	ʔ o s ã́/ã	None	303	ʔ o s ( - ) ã́/ã ( - ) -
619	Kapanawa	to laugh	ʔosán-	ʔosán-	ʔ o s á/a n	None	303	ʔ o s ( - ) á/a ( - ) n
620	Marubo	to laugh	[ũˈsɐ̃ɐ]̃	[ũˈsɐ̃ɐ]̃	ũ s ɐ̃ ɐ̃	None	303	- ũ s ( ɐ̃ ) ɐ̃ ( - ) -
621	Chakobo	to laugh	ʔosa	ʔosa	ʔ o s a	None	303	ʔ o s ( - ) a ( - ) -
622	Sharanawa	to laugh	osain	osain	o s a i n	None	303	- o s ( - ) a ( i ) n
623	Sharanawa	to laugh	osaan	osaan	o s a a n	None	303	- o s ( a ) a ( - ) n
624	Amawaka	to laugh	osã-_I	osã-_I	o s ã	None	303	- o s ( - ) ã ( - ) -
625	Kaxinawa	to laugh	usã-	usã-	u s ã	None	303	- u s ( - ) ã ( - ) -
626	Marinawa	to laugh	ósã	ósã	ó/o s ã	None	303	- ó/o s ( - ) ã ( - ) -
627	Yawanawa	to laugh	uʃan	uʃan	u ʃ a n	None	303	- u ʃ ( - ) a ( - ) n
589	Proto-Panoan	to learn	ʔo[n]a[n]-	ʔo[n]a[n]-	ʔ o rⁿ a rⁿ	None	281	ʔ o rⁿ a rⁿ ( - - - - - - - - - )
